run_key,domain,run_id,asset_count,asset_ids,path,run_kind,descriptor_path,recipe_path,result_state,qa_state,selection_state,selection_authority,inputs_state,outputs_state,provenance_state,legacy,notes
sprites:sprite/families/monster-icewind/e0xx-classic-monsters/e0f0-mgic-golem-ice/runs/x2-nearest-v1,sprites,monster-icewind-e0f0-mgic-golem-ice-x2-v1,1,sprites:family:0xE0F0:body:base-resref:MGIC:MGIC,sprite/families/monster-icewind/e0xx-classic-monsters/e0f0-mgic-golem-ice/runs/x2-nearest-v1,sprite-build,sprite/families/monster-icewind/e0xx-classic-monsters/e0f0-mgic-golem-ice/runs/x2-nearest-v1/build/build-manifest.json,sprite/families/monster-icewind/e0xx-classic-monsters/e0f0-mgic-golem-ice/source/stock/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/monster-icewind/e4xx-goblins/e400-mgo1-goblin-axe/catalog-x2-nearest/runs/xbr2x-x2,sprites,goblin-mgo1-xbr2x-catalog,1,sprites:family:0xE400:body:base-resref:MGO1:MGO1,sprite/families/monster-icewind/e4xx-goblins/e400-mgo1-goblin-axe/catalog-x2-nearest/runs/xbr2x-x2,sprite-build,sprite/families/monster-icewind/e4xx-goblins/e400-mgo1-goblin-axe/catalog-x2-nearest/runs/xbr2x-x2/build/build-manifest.json,sprite/families/monster-icewind/e4xx-goblins/e400-mgo1-goblin-axe/catalog-x2-nearest/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/monsters/7fxx/7f04-migo-golem-iron/runs/x2-nearest-v1,sprites,monster-7f04-migo-golem-iron-x2-v1,1,sprites:family:0x7F04:body:base-resref:MIGO:MIGO,sprite/families/monsters/7fxx/7f04-migo-golem-iron/runs/x2-nearest-v1,sprite-build,sprite/families/monsters/7fxx/7f04-migo-golem-iron/runs/x2-nearest-v1/build/build-manifest.json,sprite/families/monsters/7fxx/7f04-migo-golem-iron/source/stock/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/monsters/7fxx/7f07-mglc-golem-clay/runs/x2-nearest-v1,sprites,monster-7f07-mglc-golem-clay-x2-v1,1,sprites:family:0x7F07:body:base-resref:MGLC:MGLC,sprite/families/monsters/7fxx/7f07-mglc-golem-clay/runs/x2-nearest-v1,sprite-build,sprite/families/monsters/7fxx/7f07-mglc-golem-clay/runs/x2-nearest-v1/build/build-manifest.json,sprite/families/monsters/7fxx/7f07-mglc-golem-clay/source/stock/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/monsters/7fxx/7f40-mglm-golem-mini/runs/x2-nearest-v1,sprites,monster-7f40-mglm-golem-mini-x2-v1,1,sprites:family:0x7F40:body:base-resref:MGLM:MGLM,sprite/families/monsters/7fxx/7f40-mglm-golem-mini/runs/x2-nearest-v1,sprite-build,sprite/families/monsters/7fxx/7f40-mglm-golem-mini/runs/x2-nearest-v1/build/build-manifest.json,sprite/families/monsters/7fxx/7f40-mglm-golem-mini/source/stock/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/aegis-wqlwh/runs/xbr2x-x2,sprites,human-male-cleric-low-aegis-wqlwh-xbr2x,1,sprites:family:0x5000:weapon:item-animation-code:WH:WQLWH,sprite/families/playable-characters/5000-human-male-cleric-low/aegis-wqlwh/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/aegis-wqlwh/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/aegis-wqlwh/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/arropheo-wqlbw/runs/xbr2x-x2,sprites,human-male-cleric-low-arropheo-wqlbw-xbr2x,1,sprites:family:0x5000:weapon:item-animation-code:BW:WQLBW,sprite/families/playable-characters/5000-human-male-cleric-low/arropheo-wqlbw/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/arropheo-wqlbw/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/arropheo-wqlbw/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/ax1h01-wqlax/runs/xbr2x-x2,sprites,human-male-cleric-low-ax1h01-wqlax-xbr2x,1,sprites:family:0x5000:weapon:item-animation-code:AX:WQLAX,sprite/families/playable-characters/5000-human-male-cleric-low/ax1h01-wqlax/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/ax1h01-wqlax/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/ax1h01-wqlax/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/barlfl-wqlfl/runs/xbr2x-x2,sprites,human-male-cleric-low-barlfl-wqlfl-xbr2x,1,sprites:family:0x5000:weapon:item-animation-code:FL:WQLFL,sprite/families/playable-characters/5000-human-male-cleric-low/barlfl-wqlfl/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/barlfl-wqlfl/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/barlfl-wqlfl/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/bdhelm09-wqlh0/runs/xbr2x-x2,sprites,human-male-cleric-low-bdhelm09-wqlh0-xbr2x,1,sprites:family:0x5000:helmet:item-animation-code:H0:WQLH0,sprite/families/playable-characters/5000-human-male-cleric-low/bdhelm09-wqlh0/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/bdhelm09-wqlh0/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/bdhelm09-wqlh0/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/bdhelm16-wqljb/runs/xbr2x-x2,sprites,human-male-cleric-low-bdhelm16-wqljb-xbr2x,1,sprites:family:0x5000:helmet:item-animation-code:JB:WQLJB,sprite/families/playable-characters/5000-human-male-cleric-low/bdhelm16-wqljb/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/bdhelm16-wqljb/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/bdhelm16-wqljb/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/bdshld01-wqld1/runs/xbr2x-x2,sprites,human-male-cleric-low-bdshld01-wqld1-xbr2x,1,sprites:family:0x5000:shield:item-animation-code:D1:WQLD1,sprite/families/playable-characters/5000-human-male-cleric-low/bdshld01-wqld1/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/bdshld01-wqld1/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/bdshld01-wqld1/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/bdsw1h06-wqls1/runs/xbr2x-x2,sprites,human-male-cleric-low-bdsw1h06-wqls1-xbr2x,1,sprites:family:0x5000:weapon:item-animation-code:S1:WQLS1,sprite/families/playable-characters/5000-human-male-cleric-low/bdsw1h06-wqls1/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/bdsw1h06-wqls1/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/bdsw1h06-wqls1/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/bdsw2h01-wqls2/runs/xbr2x-x2,sprites,human-male-cleric-low-bdsw2h01-wqls2-xbr2x,1,sprites:family:0x5000:weapon:item-animation-code:S2:WQLS2,sprite/families/playable-characters/5000-human-male-cleric-low/bdsw2h01-wqls2/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/bdsw2h01-wqls2/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/bdsw2h01-wqls2/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/bearspir-wqlh6/runs/xbr2x-x2,sprites,human-male-cleric-low-bearspir-wqlh6-xbr2x,1,sprites:family:0x5000:weapon:item-animation-code:H6:WQLH6,sprite/families/playable-characters/5000-human-male-cleric-low/bearspir-wqlh6/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/bearspir-wqlh6/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/bearspir-wqlh6/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/blun01-wqlcl/runs/xbr2x-x2,sprites,human-male-cleric-low-blun01-wqlcl-xbr2x,1,sprites:family:0x5000:weapon:item-animation-code:CL:WQLCL,sprite/families/playable-characters/5000-human-male-cleric-low/blun01-wqlcl/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/blun01-wqlcl/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/blun01-wqlcl/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/blun04-wqlmc/runs/xbr2x-x2,sprites,human-male-cleric-low-blun04-wqlmc-xbr2x,1,sprites:family:0x5000:weapon:item-animation-code:MC:WQLMC,sprite/families/playable-characters/5000-human-male-cleric-low/blun04-wqlmc/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/blun04-wqlmc/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/blun04-wqlmc/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/blun06-wqlms/runs/xbr2x-x2,sprites,human-male-cleric-low-blun06-wqlms-xbr2x,1,sprites:family:0x5000:weapon:item-animation-code:MS:WQLMS,sprite/families/playable-characters/5000-human-male-cleric-low/blun06-wqlms/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/blun06-wqlms/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/blun06-wqlms/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/blun12-wqlm2/runs/xbr2x-x2,sprites,human-male-cleric-low-blun12-wqlm2-xbr2x,1,sprites:family:0x5000:weapon:item-animation-code:M2:WQLM2,sprite/families/playable-characters/5000-human-male-cleric-low/blun12-wqlm2/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/blun12-wqlm2/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/blun12-wqlm2/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/blun13-wqlf0/runs/xbr2x-x2,sprites,human-male-cleric-low-blun13-wqlf0-xbr2x,1,sprites:family:0x5000:weapon:item-animation-code:F0:WQLF0,sprite/families/playable-characters/5000-human-male-cleric-low/blun13-wqlf0/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/blun13-wqlf0/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/blun13-wqlf0/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/blun14-wqlf3/runs/xbr2x-x2,sprites,human-male-cleric-low-blun14-wqlf3-xbr2x,1,sprites:family:0x5000:weapon:item-animation-code:F3:WQLF3,sprite/families/playable-characters/5000-human-male-cleric-low/blun14-wqlf3/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/blun14-wqlf3/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/blun14-wqlf3/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/blun14d-wqlf1/runs/xbr2x-x2,sprites,human-male-cleric-low-blun14d-wqlf1-xbr2x,1,sprites:family:0x5000:weapon:item-animation-code:F1:WQLF1,sprite/families/playable-characters/5000-human-male-cleric-low/blun14d-wqlf1/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/blun14d-wqlf1/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/blun14d-wqlf1/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/bow05-wqlbs/runs/xbr2x-x2,sprites,human-male-cleric-low-bow05-wqlbs-xbr2x,1,sprites:family:0x5000:weapon:item-animation-code:BS:WQLBS,sprite/families/playable-characters/5000-human-male-cleric-low/bow05-wqlbs/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/bow05-wqlbs/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/bow05-wqlbs/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/cdnebdag-wqldd/runs/xbr2x-x2,sprites,human-male-cleric-low-cdnebdag-wqldd-xbr2x,1,sprites:family:0x5000:weapon:item-animation-code:DD:WQLDD,sprite/families/playable-characters/5000-human-male-cleric-low/cdnebdag-wqldd/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/cdnebdag-wqldd/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/cdnebdag-wqldd/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/chalcy1-wqlss/runs/xbr2x-x2,sprites,human-male-cleric-low-chalcy1-wqlss-xbr2x,1,sprites:family:0x5000:weapon:item-animation-code:SS:WQLSS,sprite/families/playable-characters/5000-human-male-cleric-low/chalcy1-wqlss/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/chalcy1-wqlss/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/chalcy1-wqlss/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/chalhelm-wqlj1/runs/xbr2x-x2,sprites,human-male-cleric-low-chalhelm-wqlj1-xbr2x,1,sprites:family:0x5000:helmet:item-animation-code:J1:WQLJ1,sprite/families/playable-characters/5000-human-male-cleric-low/chalhelm-wqlj1/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/chalhelm-wqlj1/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/chalhelm-wqlj1/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/chalshld-wqlc3/runs/xbr2x-x2,sprites,human-male-cleric-low-chalshld-wqlc3-xbr2x,1,sprites:family:0x5000:shield:item-animation-code:C3:WQLC3,sprite/families/playable-characters/5000-human-male-cleric-low/chalshld-wqlc3/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/chalshld-wqlc3/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/chalshld-wqlc3/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/chmb1/runs/xbr2x-x2,sprites,human-male-cleric-low-chmb1-xbr2x,1,sprites:family:0x5000:body:armor-code:1:CHMB1,sprite/families/playable-characters/5000-human-male-cleric-low/chmb1/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/chmb1/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/chmb1/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/chmb2/runs/xbr2x-x2,sprites,human-male-cleric-low-chmb2-xbr2x,1,sprites:family:0x5000:body:armor-code:2:CHMB2,sprite/families/playable-characters/5000-human-male-cleric-low/chmb2/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/chmb2/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/chmb2/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/chmb3/runs/xbr2x-x2,sprites,human-male-cleric-low-chmb3-xbr2x,1,sprites:family:0x5000:body:armor-code:3:CHMB3,sprite/families/playable-characters/5000-human-male-cleric-low/chmb3/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/chmb3/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/chmb3/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/chmc4/runs/xbr2x-x2,sprites,human-male-cleric-low-chmc4-xbr2x,1,sprites:family:0x5000:body:armor-code:4:CHMC4,sprite/families/playable-characters/5000-human-male-cleric-low/chmc4/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/chmc4/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/chmc4/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/compon05-wqlj9/runs/xbr2x-x2,sprites,human-male-cleric-low-compon05-wqlj9-xbr2x,1,sprites:family:0x5000:helmet:item-animation-code:J9:WQLJ9,sprite/families/playable-characters/5000-human-male-cleric-low/compon05-wqlj9/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/compon05-wqlj9/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/compon05-wqlj9/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/comps39-wqlfs/runs/xbr2x-x2,sprites,human-male-cleric-low-comps39-wqlfs-xbr2x,1,sprites:family:0x5000:weapon:item-animation-code:FS:WQLFS,sprite/families/playable-characters/5000-human-male-cleric-low/comps39-wqlfs/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/comps39-wqlfs/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/comps39-wqlfs/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/dhelm01-wqlh2/runs/xbr2x-x2,sprites,human-male-cleric-low-dhelm01-wqlh2-xbr2x,1,sprites:family:0x5000:helmet:item-animation-code:H2:WQLH2,sprite/families/playable-characters/5000-human-male-cleric-low/dhelm01-wqlh2/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/dhelm01-wqlh2/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/dhelm01-wqlh2/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/dshld01-wqld2/runs/xbr2x-x2,sprites,human-male-cleric-low-dshld01-wqld2-xbr2x,1,sprites:family:0x5000:shield:item-animation-code:D2:WQLD2,sprite/families/playable-characters/5000-human-male-cleric-low/dshld01-wqld2/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/dshld01-wqld2/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/dshld01-wqld2/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/dwhalb01-wqlhb/runs/xbr2x-x2,sprites,human-male-cleric-low-dwhalb01-wqlhb-xbr2x,1,sprites:family:0x5000:weapon:item-animation-code:HB:WQLHB,sprite/families/playable-characters/5000-human-male-cleric-low/dwhalb01-wqlhb/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/dwhalb01-wqlhb/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/dwhalb01-wqlhb/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/dwshld01-wqlc7/runs/xbr2x-x2,sprites,human-male-cleric-low-dwshld01-wqlc7-xbr2x,1,sprites:family:0x5000:shield:item-animation-code:C7:WQLC7,sprite/families/playable-characters/5000-human-male-cleric-low/dwshld01-wqlc7/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/dwshld01-wqlc7/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/dwshld01-wqlc7/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/dwsper01-wqlsp/runs/xbr2x-x2,sprites,human-male-cleric-low-dwsper01-wqlsp-xbr2x,1,sprites:family:0x5000:weapon:item-animation-code:SP:WQLSP,sprite/families/playable-characters/5000-human-male-cleric-low/dwsper01-wqlsp/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/dwsper01-wqlsp/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/dwsper01-wqlsp/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/dwsw1h01-wqlsc/runs/xbr2x-x2,sprites,human-male-cleric-low-dwsw1h01-wqlsc-xbr2x,1,sprites:family:0x5000:weapon:item-animation-code:SC:WQLSC,sprite/families/playable-characters/5000-human-male-cleric-low/dwsw1h01-wqlsc/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/dwsw1h01-wqlsc/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/dwsw1h01-wqlsc/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/dwxbow01-wqlcb/runs/xbr2x-x2,sprites,human-male-cleric-low-dwxbow01-wqlcb-xbr2x,1,sprites:family:0x5000:weapon:item-animation-code:CB:WQLCB,sprite/families/playable-characters/5000-human-male-cleric-low/dwxbow01-wqlcb/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/dwxbow01-wqlcb/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/dwxbow01-wqlcb/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
sprites:sprite/families/playable-characters/5000-human-male-cleric-low/enstaff-wqlqs/runs/xbr2x-x2,sprites,human-male-cleric-low-enstaff-wqlqs-xbr2x,1,sprites:family:0x5000:weapon:item-animation-code:QS:WQLQS,sprite/families/playable-characters/5000-human-male-cleric-low/enstaff-wqlqs/runs/xbr2x-x2,sprite-build,sprite/families/playable-characters/5000-human-male-cleric-low/enstaff-wqlqs/runs/xbr2x-x2/build/build-manifest.json,sprite/families/playable-characters/5000-human-male-cleric-low/enstaff-wqlqs/source/manifest.json,built-pending-ingame-qa,pending,historical,,verified,present,verified,no,
