asset_key,resref,format,dependency_count,source_bif,locator,source_size,source_sha256,extracted_path
effect:vvc:SPTRAPBB,SPTRAPBB,VVC,1,data/Effects.bif,0x003001DB,492,827154E6FFAFE8D9FFD0F5BF2F867813A6B9386D137C46ED29D9BDFAF87547B5,effects/source/vvc/SPTRAPBB.vvc
effect:vvc:SPTRUSEE,SPTRUSEE,VVC,1,data/Effects.bif,0x003001DC,492,6907280909D042B8352140354C68FC8E629949859E6770BBB5184968C9913F43,effects/source/vvc/SPTRUSEE.vvc
effect:vvc:SPTURNI2,SPTURNI2,VVC,1,data/Effects.bif,0x003001DD,492,FD9CEC43BDED5ACD9C96BCB9D3E0052193B24441B964EE901A9581537F32CD6E,effects/source/vvc/SPTURNI2.vvc
effect:vvc:SPUNHOLY,SPUNHOLY,VVC,1,data/Effects.bif,0x003001DE,492,43C9571489497B73FD0CCA01333E0AC8D8145F697FA4A61D78AD226CB5649314,effects/source/vvc/SPUNHOLY.vvc
effect:vvc:SPUSEANY,SPUSEANY,VVC,1,data/25Effect.bif,0x08C0005B,492,D10975E995892AC204E234F702212F90259B43CCAAFB1806E86399672B341487,effects/source/vvc/SPUSEANY.vvc
effect:vvc:SPWHIRL,SPWHIRL,VVC,1,data/25Effect.bif,0x08C0005C,492,ABC81664B475AA7076912ABF80A3B8BA8B18F20DFD80690DAE0E589B7C7D11DA,effects/source/vvc/SPWHIRL.vvc
effect:vvc:SPWM104,SPWM104,VVC,1,data/Effects.bif,0x003001E5,492,0B368D5E2E9054C8244F4B641C8D95AF0B5B5EE568FAE9B2B90F0620FEE7E435,effects/source/vvc/SPWM104.vvc
effect:vvc:SPWOOD,SPWOOD,VVC,1,data/Effects.bif,0x003001E6,492,DDA2438245B5E5E8A5AC4396FC97D0069A978C997BC38AEFD5451217B143FD9C,effects/source/vvc/SPWOOD.vvc
effect:vvc:SPWRDFLD,SPWRDFLD,VVC,1,data/Effects.bif,0x003001E7,492,337D8AE942D61527992EDEB0CE91E263CF61D7687ECCC99C5E297DE8B67B8D72,effects/source/vvc/SPWRDFLD.vvc
effect:vvc:TRGOOYAA,TRGOOYAA,VVC,1,data/Effects.bif,0x003001FB,492,C51700AB642D88D0056E5C0C43B836762419F0E2467F32933C71EE713D2ABF71,effects/source/vvc/TRGOOYAA.vvc
effect:vvc:TRGOOYBB,TRGOOYBB,VVC,1,data/Effects.bif,0x003001FC,492,DB4FAACD5AEB5D2A5F7D9838C6E96A76FA1A45B14B63466817AD30A87E1A5839,effects/source/vvc/TRGOOYBB.vvc
effect:vvc:TRSPEART,TRSPEART,VVC,1,data/Effects.bif,0x003001FF,492,9AD7C7191ABBA6A9FBF65CDA1CD5332CB51B20DD31F6142A9783C44F036648F1,effects/source/vvc/TRSPEART.vvc
effect:vvc:TRVENTAA,TRVENTAA,VVC,1,data/Effects.bif,0x00300200,492,B17BF6DD40B77DA37B550796645ACF97FDCD219D275151DE3F7E1F75261DE15C,effects/source/vvc/TRVENTAA.vvc
effect:vvc:TRVENTBB,TRVENTBB,VVC,1,data/Effects.bif,0x00300201,492,F54C8A8C5B616DC74D9D1437371C445548FB1CEDA0E935EA51E61E6A33A13096,effects/source/vvc/TRVENTBB.vvc
effect:vvc:WONDER,WONDER,VVC,1,data/Effects.bif,0x00300214,492,A022EE1419D2FB547D43F302B26A377AAA4CB5955FAC0A881D2F253EF368570E,effects/source/vvc/WONDER.vvc
effect:vef:FDAWNX,FDAWNX,VEF,1,data/PATCH26.BIF,0x08600023,472,D9F93D6EB06B1C3C53F72E26A049BEE66CEFBBE4A72AEF27EC1E897BCC733FF3,effects/source/vef/FDAWNX.vef
effect:vef:SPCOMEX,SPCOMEX,VEF,2,data/Patch2.bif,0x0BD00397,472,6B260D086A047FE63F0A8059EC760724660D3EE4EBAA77DCA8D660EAD24C4E04,effects/source/vef/SPCOMEX.vef
