bam_resref,source_sha256,canonical_sha256,source_bif,locator,source_file,canonical_file,source_manifest,extraction_state
CDFB1A1,411B081CC11599A014FAB9A3C27EFFE3B70B089D031405AAF0FC721123DEC1CB,519D8C86EB86987B989D195A0FEB2D29F45193B89731846ADBA6ED4717628B8B,data/GUIIcon.bif,0x00400152,sprite/ressources/CDFB1A1/sources/411b081cc11599a014fab9a3c27effe3b70b089d031405aaf0fc721123dec1cb/source.bamc,sprite/ressources/CDFB1A1/sources/411b081cc11599a014fab9a3c27effe3b70b089d031405aaf0fc721123dec1cb/source.bam,sprite/ressources/CDFB1A1/sources/411b081cc11599a014fab9a3c27effe3b70b089d031405aaf0fc721123dec1cb/source.json,verified
CDFB1A2,C48698A7F72FEE48F4B977E5B80463671C6250B0E033E91967C5DF4959645EFA,F2C330067B72CB019297A418AAB6268AB821AFB2CFB4A73B59C5029672569B94,data/GUIIcon.bif,0x00400153,sprite/ressources/CDFB1A2/sources/c48698a7f72fee48f4b977e5b80463671c6250b0e033e91967c5df4959645efa/source.bamc,sprite/ressources/CDFB1A2/sources/c48698a7f72fee48f4b977e5b80463671c6250b0e033e91967c5df4959645efa/source.bam,sprite/ressources/CDFB1A2/sources/c48698a7f72fee48f4b977e5b80463671c6250b0e033e91967c5df4959645efa/source.json,verified
CDFB1A3,5A1DDBEC2C7AD37B7033CFA98D29539077518738C676FFB215E1C403994F0AB6,CBA24A7225D904BABFD52232D42AF7756063ADA903007782777B4A7991AEE676,data/GUIIcon.bif,0x00400154,sprite/ressources/CDFB1A3/sources/5a1ddbec2c7ad37b7033cfa98d29539077518738c676ffb215e1c403994f0ab6/source.bamc,sprite/ressources/CDFB1A3/sources/5a1ddbec2c7ad37b7033cfa98d29539077518738c676ffb215e1c403994f0ab6/source.bam,sprite/ressources/CDFB1A3/sources/5a1ddbec2c7ad37b7033cfa98d29539077518738c676ffb215e1c403994f0ab6/source.json,verified
CDFB1A4,919C66CFC7BC71622C0F8434E6617379716A8ABA3B31AAE16B28CDB879AA0958,ACEA11A351C2406015EE28DB16E101ADEB4E66F131BCF49353CEBED1E027366C,data/GUIIcon.bif,0x00400155,sprite/ressources/CDFB1A4/sources/919c66cfc7bc71622c0f8434e6617379716a8aba3b31aae16b28cdb879aa0958/source.bamc,sprite/ressources/CDFB1A4/sources/919c66cfc7bc71622c0f8434e6617379716a8aba3b31aae16b28cdb879aa0958/source.bam,sprite/ressources/CDFB1A4/sources/919c66cfc7bc71622c0f8434e6617379716a8aba3b31aae16b28cdb879aa0958/source.json,verified
CDFB1A5,6451E47BB294412043FB980EF1624CD1A3729B248CE891D5B4BED7C5DB946954,5325512D3DFCFE0779D0E3F9B41C3257D736244D0EA86E692CA41AFC7CECC9F1,data/GUIIcon.bif,0x00400156,sprite/ressources/CDFB1A5/sources/6451e47bb294412043fb980ef1624cd1a3729b248ce891d5b4bed7c5db946954/source.bamc,sprite/ressources/CDFB1A5/sources/6451e47bb294412043fb980ef1624cd1a3729b248ce891d5b4bed7c5db946954/source.bam,sprite/ressources/CDFB1A5/sources/6451e47bb294412043fb980ef1624cd1a3729b248ce891d5b4bed7c5db946954/source.json,verified
CDFB1A6,05B911709463BF36AD079624004181E1CD4E6226FBF0CDDEC9FB8E623B99B224,18D7697BEB2F849B740B56397DA1C2A541E55F1AD84921CC05E23838311594CF,data/GUIIcon.bif,0x00400157,sprite/ressources/CDFB1A6/sources/05b911709463bf36ad079624004181e1cd4e6226fbf0cddec9fb8e623b99b224/source.bamc,sprite/ressources/CDFB1A6/sources/05b911709463bf36ad079624004181e1cd4e6226fbf0cddec9fb8e623b99b224/source.bam,sprite/ressources/CDFB1A6/sources/05b911709463bf36ad079624004181e1cd4e6226fbf0cddec9fb8e623b99b224/source.json,verified
CDFB1A7,9EB4EFE5D2848709DC6902DF086257156966BEE76423618973B857BE2404D9D7,84E2BA8CD09C207AB5154D1DC78F81EB4E57DE603857A019618FBF6C0600A684,data/GUIIcon.bif,0x00400158,sprite/ressources/CDFB1A7/sources/9eb4efe5d2848709dc6902df086257156966bee76423618973b857be2404d9d7/source.bamc,sprite/ressources/CDFB1A7/sources/9eb4efe5d2848709dc6902df086257156966bee76423618973b857be2404d9d7/source.bam,sprite/ressources/CDFB1A7/sources/9eb4efe5d2848709dc6902df086257156966bee76423618973b857be2404d9d7/source.json,verified
CDFB1A8,DB81C72D870B982E0CECCDBD26023EAF1B392E10A0154415A67ED544693BCDF0,7E2D42E6DC2351DD62AE0A38739D97FC809EB8FD55A70444A370BEDA46F27DB8,data/GUIIcon.bif,0x00400159,sprite/ressources/CDFB1A8/sources/db81c72d870b982e0ceccdbd26023eaf1b392e10a0154415a67ed544693bcdf0/source.bamc,sprite/ressources/CDFB1A8/sources/db81c72d870b982e0ceccdbd26023eaf1b392e10a0154415a67ed544693bcdf0/source.bam,sprite/ressources/CDFB1A8/sources/db81c72d870b982e0ceccdbd26023eaf1b392e10a0154415a67ed544693bcdf0/source.json,verified
CDFB1A9,FF0FB86B08AD8D564CF3D80E0041BEB8115AACB4F645B27D49E13DE3ED6837EF,B1CF7AEA079914098400FA84D56C919357F085E81C029DB6B507E5B488BF5AFC,data/GUIIcon.bif,0x0040015A,sprite/ressources/CDFB1A9/sources/ff0fb86b08ad8d564cf3d80e0041beb8115aacb4f645b27d49e13de3ed6837ef/source.bamc,sprite/ressources/CDFB1A9/sources/ff0fb86b08ad8d564cf3d80e0041beb8115aacb4f645b27d49e13de3ed6837ef/source.bam,sprite/ressources/CDFB1A9/sources/ff0fb86b08ad8d564cf3d80e0041beb8115aacb4f645b27d49e13de3ed6837ef/source.json,verified
CDFB1CA,891AAFC9DCA01112B70F3E60CB32E1240B30978AD5E8B7D3E8F7E372740AD206,7EDC9C062C94B0A4BB1E1F8133D8610933BD7B5BD73EDBAED809E666EF994DA7,data/GUIIcon.bif,0x0040015B,sprite/ressources/CDFB1CA/sources/891aafc9dca01112b70f3e60cb32e1240b30978ad5e8b7d3e8f7e372740ad206/source.bamc,sprite/ressources/CDFB1CA/sources/891aafc9dca01112b70f3e60cb32e1240b30978ad5e8b7d3e8f7e372740ad206/source.bam,sprite/ressources/CDFB1CA/sources/891aafc9dca01112b70f3e60cb32e1240b30978ad5e8b7d3e8f7e372740ad206/source.json,verified
CDFB1G1,A53F6EE9140FABCBA5C1EBA2D487242F04A7F3C9EDBE3CE8EBADC2668839AAB2,F1369CD7A5B954503EF9FA154C96A39843B77BF66A051C8BA717C69ECA8B8C35,data/GUIIcon.bif,0x0040015C,sprite/ressources/CDFB1G1/sources/a53f6ee9140fabcba5c1eba2d487242f04a7f3c9edbe3ce8ebadc2668839aab2/source.bamc,sprite/ressources/CDFB1G1/sources/a53f6ee9140fabcba5c1eba2d487242f04a7f3c9edbe3ce8ebadc2668839aab2/source.bam,sprite/ressources/CDFB1G1/sources/a53f6ee9140fabcba5c1eba2d487242f04a7f3c9edbe3ce8ebadc2668839aab2/source.json,verified
CDFB1G11,C4E989223D3C8F3B8D1D2BE7C5DF20880143FCFFFC435AE5C656F5419BF54519,55F12B8F05F2E4299C308D78B64C83DC53973F59C2EFABBD03419C1CD593EF0C,data/GUIIcon.bif,0x0040015D,sprite/ressources/CDFB1G11/sources/c4e989223d3c8f3b8d1d2be7c5df20880143fcfffc435ae5c656f5419bf54519/source.bamc,sprite/ressources/CDFB1G11/sources/c4e989223d3c8f3b8d1d2be7c5df20880143fcfffc435ae5c656f5419bf54519/source.bam,sprite/ressources/CDFB1G11/sources/c4e989223d3c8f3b8d1d2be7c5df20880143fcfffc435ae5c656f5419bf54519/source.json,verified
CDFB1G12,957BC5A0C336B441B184AEE1934191B355108DAE1F06E6F0EC0117A17D4BBA80,7012C757C244438D796AFC120ED578DA0E13B99C75F748A5D1FC88D0CD3CD611,data/GUIIcon.bif,0x0040015E,sprite/ressources/CDFB1G12/sources/957bc5a0c336b441b184aee1934191b355108dae1f06e6f0ec0117a17d4bba80/source.bamc,sprite/ressources/CDFB1G12/sources/957bc5a0c336b441b184aee1934191b355108dae1f06e6f0ec0117a17d4bba80/source.bam,sprite/ressources/CDFB1G12/sources/957bc5a0c336b441b184aee1934191b355108dae1f06e6f0ec0117a17d4bba80/source.json,verified
CDFB1G13,668DBAAE4AB8BAD319CBFF3CF9CEB82DDC5226B7112D8C4868FAB70DF422C008,459705ADC04E14516153A5B5C149EC89E6DA5F2A3C599CA3DCC1DED9D8EDE6E8,data/GUIIcon.bif,0x0040015F,sprite/ressources/CDFB1G13/sources/668dbaae4ab8bad319cbff3cf9ceb82ddc5226b7112d8c4868fab70df422c008/source.bamc,sprite/ressources/CDFB1G13/sources/668dbaae4ab8bad319cbff3cf9ceb82ddc5226b7112d8c4868fab70df422c008/source.bam,sprite/ressources/CDFB1G13/sources/668dbaae4ab8bad319cbff3cf9ceb82ddc5226b7112d8c4868fab70df422c008/source.json,verified
CDFB1G14,1DF0F4C411E1D7EC327B5CABA7CBB07F3DF98C596EAE8CBB8EACE645E2801A5B,4756C77252E02B1FD371579D6EE2665F016540E674906F5B77DF08C029BBCD43,data/GUIIcon.bif,0x00400160,sprite/ressources/CDFB1G14/sources/1df0f4c411e1d7ec327b5caba7cbb07f3df98c596eae8cbb8eace645e2801a5b/source.bamc,sprite/ressources/CDFB1G14/sources/1df0f4c411e1d7ec327b5caba7cbb07f3df98c596eae8cbb8eace645e2801a5b/source.bam,sprite/ressources/CDFB1G14/sources/1df0f4c411e1d7ec327b5caba7cbb07f3df98c596eae8cbb8eace645e2801a5b/source.json,verified
CDFB1G15,221B98D36B68216A42711955150BBA7E76FB7AABD3EF927AA70662E9544D810D,E5921B743067439990B1D9DB665B805DAB7605F49520D38E40BA77DAB5AF0616,data/GUIIcon.bif,0x00400161,sprite/ressources/CDFB1G15/sources/221b98d36b68216a42711955150bba7e76fb7aabd3ef927aa70662e9544d810d/source.bamc,sprite/ressources/CDFB1G15/sources/221b98d36b68216a42711955150bba7e76fb7aabd3ef927aa70662e9544d810d/source.bam,sprite/ressources/CDFB1G15/sources/221b98d36b68216a42711955150bba7e76fb7aabd3ef927aa70662e9544d810d/source.json,verified
CDFB1G16,D58AF879933CE7D701160231ABBADBBD59AE2B44879A306E15B89248888496A9,D5D50B4C15059E845755D17E081DE8B157A8D078601B83EB9A93B37ECC0C52E0,data/GUIIcon.bif,0x00400162,sprite/ressources/CDFB1G16/sources/d58af879933ce7d701160231abbadbbd59ae2b44879a306e15b89248888496a9/source.bamc,sprite/ressources/CDFB1G16/sources/d58af879933ce7d701160231abbadbbd59ae2b44879a306e15b89248888496a9/source.bam,sprite/ressources/CDFB1G16/sources/d58af879933ce7d701160231abbadbbd59ae2b44879a306e15b89248888496a9/source.json,verified
CDFB1G17,77ADB3B6D68F3E6024E0DEB670F11BB6CA6B2A822774937CE3567ABA94CF023B,4C10AE1709C7D68C9F3F5C852CD5AA61C153879CF3EB1ABC7EFC1418DA18E027,data/GUIIcon.bif,0x00400163,sprite/ressources/CDFB1G17/sources/77adb3b6d68f3e6024e0deb670f11bb6ca6b2a822774937ce3567aba94cf023b/source.bamc,sprite/ressources/CDFB1G17/sources/77adb3b6d68f3e6024e0deb670f11bb6ca6b2a822774937ce3567aba94cf023b/source.bam,sprite/ressources/CDFB1G17/sources/77adb3b6d68f3e6024e0deb670f11bb6ca6b2a822774937ce3567aba94cf023b/source.json,verified
CDFB1G18,55F6ADA3CE701E0A8DA46418DAB23F0A2A5E62B415D2F03064E5D9FB79B62B14,31E5846975745D59901CF4B76267648D70CF19BD5507BE25B4F60F11D2D360D0,data/GUIIcon.bif,0x00400164,sprite/ressources/CDFB1G18/sources/55f6ada3ce701e0a8da46418dab23f0a2a5e62b415d2f03064e5d9fb79b62b14/source.bamc,sprite/ressources/CDFB1G18/sources/55f6ada3ce701e0a8da46418dab23f0a2a5e62b415d2f03064e5d9fb79b62b14/source.bam,sprite/ressources/CDFB1G18/sources/55f6ada3ce701e0a8da46418dab23f0a2a5e62b415d2f03064e5d9fb79b62b14/source.json,verified
CDFB1G19,8FAE8DDCE47A3B02AA618378743CBE76D4B6CD6D87B7836EB0116A554017B4FB,F85DCF2794B5E9A5A00DC941735E0D8ACCEC2B0F2C9302FB137E8F648FADB13F,data/GUIIcon.bif,0x00400165,sprite/ressources/CDFB1G19/sources/8fae8ddce47a3b02aa618378743cbe76d4b6cd6d87b7836eb0116a554017b4fb/source.bamc,sprite/ressources/CDFB1G19/sources/8fae8ddce47a3b02aa618378743cbe76d4b6cd6d87b7836eb0116a554017b4fb/source.bam,sprite/ressources/CDFB1G19/sources/8fae8ddce47a3b02aa618378743cbe76d4b6cd6d87b7836eb0116a554017b4fb/source.json,verified
CDFB1SA,35F52608BA29977B3F0B39BC4989C7AAE1F337957E0B033161DFD7AC3A0CADB9,1E13D47EED4194FA7BF299DAF38FDD551CE7EDAF979559AB73C4AC08F51B262A,data/GUIIcon.bif,0x00400166,sprite/ressources/CDFB1SA/sources/35f52608ba29977b3f0b39bc4989c7aae1f337957e0b033161dfd7ac3a0cadb9/source.bamc,sprite/ressources/CDFB1SA/sources/35f52608ba29977b3f0b39bc4989c7aae1f337957e0b033161dfd7ac3a0cadb9/source.bam,sprite/ressources/CDFB1SA/sources/35f52608ba29977b3f0b39bc4989c7aae1f337957e0b033161dfd7ac3a0cadb9/source.json,verified
CDFB1SS,F67813209B6623247B8236D1C054EC95DD734596E32720C02832FC23B967388A,7EA0D43ADD41E2F4FC89314BFC3AB0C31ED4EFF29CB36A76868558AB63E24267,data/GUIIcon.bif,0x00400167,sprite/ressources/CDFB1SS/sources/f67813209b6623247b8236d1c054ec95dd734596e32720c02832fc23b967388a/source.bamc,sprite/ressources/CDFB1SS/sources/f67813209b6623247b8236d1c054ec95dd734596e32720c02832fc23b967388a/source.bam,sprite/ressources/CDFB1SS/sources/f67813209b6623247b8236d1c054ec95dd734596e32720c02832fc23b967388a/source.json,verified
CDFB1SX,2839EA0F432142889B317EEEEDF82A996A7E92875298F63516792FA7840B8E79,D65D8019E45F6BEF885F1613D69F6C677E31D1C789B67B103BC674A93D721112,data/GUIIcon.bif,0x00400168,sprite/ressources/CDFB1SX/sources/2839ea0f432142889b317eeeedf82a996a7e92875298f63516792fa7840b8e79/source.bamc,sprite/ressources/CDFB1SX/sources/2839ea0f432142889b317eeeedf82a996a7e92875298f63516792fa7840b8e79/source.bam,sprite/ressources/CDFB1SX/sources/2839ea0f432142889b317eeeedf82a996a7e92875298f63516792fa7840b8e79/source.json,verified
CDFB2A1,080FB1B9ED021F96F2E11456E529210DAD5A1833D4A521BE1211AFFC291C277A,B6C8D97E96C8E61A2B0F6ADA8C0CC18C7E3D436BC922A3D14A6CA1EE4C5FC61B,data/GUIIcon.bif,0x00400169,sprite/ressources/CDFB2A1/sources/080fb1b9ed021f96f2e11456e529210dad5a1833d4a521be1211affc291c277a/source.bamc,sprite/ressources/CDFB2A1/sources/080fb1b9ed021f96f2e11456e529210dad5a1833d4a521be1211affc291c277a/source.bam,sprite/ressources/CDFB2A1/sources/080fb1b9ed021f96f2e11456e529210dad5a1833d4a521be1211affc291c277a/source.json,verified
CDFB2A2,1DDD0D1D788A187706F60F0951C169195E4E03A3FB11FA297297034923436803,806BA2B78DBAC8EDE7C832E37A2243B58574EC57CE4F3548418D1A018E485340,data/GUIIcon.bif,0x0040016A,sprite/ressources/CDFB2A2/sources/1ddd0d1d788a187706f60f0951c169195e4e03a3fb11fa297297034923436803/source.bamc,sprite/ressources/CDFB2A2/sources/1ddd0d1d788a187706f60f0951c169195e4e03a3fb11fa297297034923436803/source.bam,sprite/ressources/CDFB2A2/sources/1ddd0d1d788a187706f60f0951c169195e4e03a3fb11fa297297034923436803/source.json,verified
CDFB2A3,BAE752DF54080D84D3C206E67BA81D5F1ACB06B86A7AF22118244B38F8A1763C,A4901F9770F3285962CC63610D8B5B2F74DA1C055BB36F9D4DD10EA5619DA647,data/GUIIcon.bif,0x0040016B,sprite/ressources/CDFB2A3/sources/bae752df54080d84d3c206e67ba81d5f1acb06b86a7af22118244b38f8a1763c/source.bamc,sprite/ressources/CDFB2A3/sources/bae752df54080d84d3c206e67ba81d5f1acb06b86a7af22118244b38f8a1763c/source.bam,sprite/ressources/CDFB2A3/sources/bae752df54080d84d3c206e67ba81d5f1acb06b86a7af22118244b38f8a1763c/source.json,verified
CDFB2A4,FBB0E7CAB349A94F8B782E7AD8683E593510F620AE3C97BC12557CB2C9E17113,A68A60B1CBE4153CFF53E37704DA2BCEC69E5DDA004F4CD68A09F1B29B3CC73E,data/GUIIcon.bif,0x0040016C,sprite/ressources/CDFB2A4/sources/fbb0e7cab349a94f8b782e7ad8683e593510f620ae3c97bc12557cb2c9e17113/source.bamc,sprite/ressources/CDFB2A4/sources/fbb0e7cab349a94f8b782e7ad8683e593510f620ae3c97bc12557cb2c9e17113/source.bam,sprite/ressources/CDFB2A4/sources/fbb0e7cab349a94f8b782e7ad8683e593510f620ae3c97bc12557cb2c9e17113/source.json,verified
CDFB2A5,24A8490291FE41932227B76479747680A62D6477A15885AF060C001503E53F71,E47CE39C65162DACE4E5865FF89C73B321D6C9CBEF92AC1A3649C3462C700019,data/GUIIcon.bif,0x0040016D,sprite/ressources/CDFB2A5/sources/24a8490291fe41932227b76479747680a62d6477a15885af060c001503e53f71/source.bamc,sprite/ressources/CDFB2A5/sources/24a8490291fe41932227b76479747680a62d6477a15885af060c001503e53f71/source.bam,sprite/ressources/CDFB2A5/sources/24a8490291fe41932227b76479747680a62d6477a15885af060c001503e53f71/source.json,verified
CDFB2A6,D22216B7A3E6C065B910018803A664EA4075E0B1274DAC6D28F70B2EB1E77DC6,5051875EE3273518D3C80E59F487BFDE38D0119DBD30B0EF659E9AB25B80E75F,data/GUIIcon.bif,0x0040016E,sprite/ressources/CDFB2A6/sources/d22216b7a3e6c065b910018803a664ea4075e0b1274dac6d28f70b2eb1e77dc6/source.bamc,sprite/ressources/CDFB2A6/sources/d22216b7a3e6c065b910018803a664ea4075e0b1274dac6d28f70b2eb1e77dc6/source.bam,sprite/ressources/CDFB2A6/sources/d22216b7a3e6c065b910018803a664ea4075e0b1274dac6d28f70b2eb1e77dc6/source.json,verified
CDFB2A7,022CBF0EC4418983A883570E089E421EC1CEC1FC27474C82E874736340DD72AF,52952BB94491FB96660716BF258FA9783D87A47B3785B80E018A485D5529E24C,data/GUIIcon.bif,0x0040016F,sprite/ressources/CDFB2A7/sources/022cbf0ec4418983a883570e089e421ec1cec1fc27474c82e874736340dd72af/source.bamc,sprite/ressources/CDFB2A7/sources/022cbf0ec4418983a883570e089e421ec1cec1fc27474c82e874736340dd72af/source.bam,sprite/ressources/CDFB2A7/sources/022cbf0ec4418983a883570e089e421ec1cec1fc27474c82e874736340dd72af/source.json,verified
CDFB2A8,86938FFF7DC8B5D2FC5505D4CD8198F4C2046AD31098B5FA7B6EC86B204F1025,8A0BB72FE66210CE5A14C18E3396830D48DC269FD01350AA4E7070AFF1879F7A,data/GUIIcon.bif,0x00400170,sprite/ressources/CDFB2A8/sources/86938fff7dc8b5d2fc5505d4cd8198f4c2046ad31098b5fa7b6ec86b204f1025/source.bamc,sprite/ressources/CDFB2A8/sources/86938fff7dc8b5d2fc5505d4cd8198f4c2046ad31098b5fa7b6ec86b204f1025/source.bam,sprite/ressources/CDFB2A8/sources/86938fff7dc8b5d2fc5505d4cd8198f4c2046ad31098b5fa7b6ec86b204f1025/source.json,verified
CDFB2A9,D68E654B7AAF2F4D37AD2A30040403105BB99ADCCF8F8B0B07BB7E49D3D37070,EAB505E3A76EC701EF1BBD295B9921A3DD2C62A734D9E8D9B88601618BC4A5F2,data/GUIIcon.bif,0x00400171,sprite/ressources/CDFB2A9/sources/d68e654b7aaf2f4d37ad2a30040403105bb99adccf8f8b0b07bb7e49d3d37070/source.bamc,sprite/ressources/CDFB2A9/sources/d68e654b7aaf2f4d37ad2a30040403105bb99adccf8f8b0b07bb7e49d3d37070/source.bam,sprite/ressources/CDFB2A9/sources/d68e654b7aaf2f4d37ad2a30040403105bb99adccf8f8b0b07bb7e49d3d37070/source.json,verified
CDFB2CA,C38B4945ACB289358222FA17A818AB672C410D45545C822F2238501682AD680C,9ACF252EA7E7EA66290CBB85D1999E29ADED801D428B7F503C103B6E92F4B54C,data/GUIIcon.bif,0x00400172,sprite/ressources/CDFB2CA/sources/c38b4945acb289358222fa17a818ab672c410d45545c822f2238501682ad680c/source.bamc,sprite/ressources/CDFB2CA/sources/c38b4945acb289358222fa17a818ab672c410d45545c822f2238501682ad680c/source.bam,sprite/ressources/CDFB2CA/sources/c38b4945acb289358222fa17a818ab672c410d45545c822f2238501682ad680c/source.json,verified
CDFB2G1,450E6F5812A6A752B2D4A700BAE283DA2AA3ABDD67BEE0C1F6F4B4804A785455,435DDF2A94514FDB6F253A915DA8B1221B6230D6279B2E6F9E71218AA2A600BE,data/GUIIcon.bif,0x00400173,sprite/ressources/CDFB2G1/sources/450e6f5812a6a752b2d4a700bae283da2aa3abdd67bee0c1f6f4b4804a785455/source.bamc,sprite/ressources/CDFB2G1/sources/450e6f5812a6a752b2d4a700bae283da2aa3abdd67bee0c1f6f4b4804a785455/source.bam,sprite/ressources/CDFB2G1/sources/450e6f5812a6a752b2d4a700bae283da2aa3abdd67bee0c1f6f4b4804a785455/source.json,verified
CDFB2G11,089E723F96FE51EA2BC8533E07EE69A5CCCA580D4EE1BAE7F75F42E4CB10350B,0BF1FAA006590CF17E90629FCDCBC079514C9B65E9ACF40A553F0AD020070875,data/GUIIcon.bif,0x00400174,sprite/ressources/CDFB2G11/sources/089e723f96fe51ea2bc8533e07ee69a5ccca580d4ee1bae7f75f42e4cb10350b/source.bamc,sprite/ressources/CDFB2G11/sources/089e723f96fe51ea2bc8533e07ee69a5ccca580d4ee1bae7f75f42e4cb10350b/source.bam,sprite/ressources/CDFB2G11/sources/089e723f96fe51ea2bc8533e07ee69a5ccca580d4ee1bae7f75f42e4cb10350b/source.json,verified
CDFB2G12,89BE512F2210C39998CEE78BD894E0DFAA1A67CCEE409786BAE605177AB2413B,E24E8B69529A2FB9CD4E3818C481C6D2CB4D2F4401577577E972F62E21D3760A,data/GUIIcon.bif,0x00400175,sprite/ressources/CDFB2G12/sources/89be512f2210c39998cee78bd894e0dfaa1a67ccee409786bae605177ab2413b/source.bamc,sprite/ressources/CDFB2G12/sources/89be512f2210c39998cee78bd894e0dfaa1a67ccee409786bae605177ab2413b/source.bam,sprite/ressources/CDFB2G12/sources/89be512f2210c39998cee78bd894e0dfaa1a67ccee409786bae605177ab2413b/source.json,verified
CDFB2G13,52341937F21D942E5146D0781A895537D1AA639ED5AA6594F4B3CFBA447AB693,87718A5199744B476CC77FFCD511A7C48F314997CBC41E6351B24B23E160724F,data/GUIIcon.bif,0x00400176,sprite/ressources/CDFB2G13/sources/52341937f21d942e5146d0781a895537d1aa639ed5aa6594f4b3cfba447ab693/source.bamc,sprite/ressources/CDFB2G13/sources/52341937f21d942e5146d0781a895537d1aa639ed5aa6594f4b3cfba447ab693/source.bam,sprite/ressources/CDFB2G13/sources/52341937f21d942e5146d0781a895537d1aa639ed5aa6594f4b3cfba447ab693/source.json,verified
CDFB2G14,142D8B3304E4C94AEC315B8B1F448D9320D97B0B16485E34E936D630CE5CBFBC,1325A7C2D28CF80130C4781BF531EB473A1CA1385AD408E6CBD8E5120CFFB3D3,data/GUIIcon.bif,0x00400177,sprite/ressources/CDFB2G14/sources/142d8b3304e4c94aec315b8b1f448d9320d97b0b16485e34e936d630ce5cbfbc/source.bamc,sprite/ressources/CDFB2G14/sources/142d8b3304e4c94aec315b8b1f448d9320d97b0b16485e34e936d630ce5cbfbc/source.bam,sprite/ressources/CDFB2G14/sources/142d8b3304e4c94aec315b8b1f448d9320d97b0b16485e34e936d630ce5cbfbc/source.json,verified
CDFB2G15,68196D0C919B7CF70F9D5669367346C537D8321C61C4AC858611318C4FA747DF,546DBC73492AF0137D09A57B2CD950AE3207BF3325A02E8F3E5A72AE5B4D4A29,data/GUIIcon.bif,0x00400178,sprite/ressources/CDFB2G15/sources/68196d0c919b7cf70f9d5669367346c537d8321c61c4ac858611318c4fa747df/source.bamc,sprite/ressources/CDFB2G15/sources/68196d0c919b7cf70f9d5669367346c537d8321c61c4ac858611318c4fa747df/source.bam,sprite/ressources/CDFB2G15/sources/68196d0c919b7cf70f9d5669367346c537d8321c61c4ac858611318c4fa747df/source.json,verified
CDFB2G16,27DA5831F1CAF5C46BA4BD830EA6BB70A684DEFBAE23B72904E40571210ADC4B,032F17BBCAE0FE6DDD6D16E8E33AEB32D3977405B521D47892CC73FF335BA00A,data/GUIIcon.bif,0x00400179,sprite/ressources/CDFB2G16/sources/27da5831f1caf5c46ba4bd830ea6bb70a684defbae23b72904e40571210adc4b/source.bamc,sprite/ressources/CDFB2G16/sources/27da5831f1caf5c46ba4bd830ea6bb70a684defbae23b72904e40571210adc4b/source.bam,sprite/ressources/CDFB2G16/sources/27da5831f1caf5c46ba4bd830ea6bb70a684defbae23b72904e40571210adc4b/source.json,verified
CDFB2G17,1CE89040F1AC3056ADC048852134ED0442639B2AE66FAA52FC2888A04E2D6A34,AC9D338FAD79DDFF73333AB97AFFC49BAEBF332B2AC811D92137FBD937B000AE,data/GUIIcon.bif,0x0040017A,sprite/ressources/CDFB2G17/sources/1ce89040f1ac3056adc048852134ed0442639b2ae66faa52fc2888a04e2d6a34/source.bamc,sprite/ressources/CDFB2G17/sources/1ce89040f1ac3056adc048852134ed0442639b2ae66faa52fc2888a04e2d6a34/source.bam,sprite/ressources/CDFB2G17/sources/1ce89040f1ac3056adc048852134ed0442639b2ae66faa52fc2888a04e2d6a34/source.json,verified
CDFB2G18,7130DA7FB3B026404A35C2FF10F5A940118D41C3FC8E6F640438E36BF82FC813,ECA50226DD3B3615F143DE0025BFA33119F7A186DA856B37C94154240CD15F18,data/GUIIcon.bif,0x0040017B,sprite/ressources/CDFB2G18/sources/7130da7fb3b026404a35c2ff10f5a940118d41c3fc8e6f640438e36bf82fc813/source.bamc,sprite/ressources/CDFB2G18/sources/7130da7fb3b026404a35c2ff10f5a940118d41c3fc8e6f640438e36bf82fc813/source.bam,sprite/ressources/CDFB2G18/sources/7130da7fb3b026404a35c2ff10f5a940118d41c3fc8e6f640438e36bf82fc813/source.json,verified
CDFB2G19,2C07234516FA5A58ABFFF7FC95F2750D45167E70B661E68C9AAE5D66128D0B1C,7704DD1B8904F90A96576F2EB9236350BD142C04C0B8DDF9A6CD3592A490BF4B,data/GUIIcon.bif,0x0040017C,sprite/ressources/CDFB2G19/sources/2c07234516fa5a58abfff7fc95f2750d45167e70b661e68c9aae5d66128d0b1c/source.bamc,sprite/ressources/CDFB2G19/sources/2c07234516fa5a58abfff7fc95f2750d45167e70b661e68c9aae5d66128d0b1c/source.bam,sprite/ressources/CDFB2G19/sources/2c07234516fa5a58abfff7fc95f2750d45167e70b661e68c9aae5d66128d0b1c/source.json,verified
CDFB2SA,1C2D60E7CA2DF54194CD5F43C6CD319ED36372FFE49B2FDA1B68C7DCD20FD5E4,C4F1BBB56E3E8D3EEE16CDA32E08EAAD4CF32E32F9587C05FA688F85499E173D,data/GUIIcon.bif,0x0040017D,sprite/ressources/CDFB2SA/sources/1c2d60e7ca2df54194cd5f43c6cd319ed36372ffe49b2fda1b68c7dcd20fd5e4/source.bamc,sprite/ressources/CDFB2SA/sources/1c2d60e7ca2df54194cd5f43c6cd319ed36372ffe49b2fda1b68c7dcd20fd5e4/source.bam,sprite/ressources/CDFB2SA/sources/1c2d60e7ca2df54194cd5f43c6cd319ed36372ffe49b2fda1b68c7dcd20fd5e4/source.json,verified
