bam_resref,source_sha256,canonical_sha256,source_bif,locator,source_file,canonical_file,source_manifest,extraction_state
CHFT2A6,B3098B98CE7560968D9D2609C08DB805ABB49A7E20DC6826A2B7937610288932,1DB90C6F650BFED7D1261C041AB9792967841B907FAE3246FE777AA0491B0715,data/GUIIcon.bif,0x0040074B,sprite/ressources/CHFT2A6/sources/b3098b98ce7560968d9d2609c08db805abb49a7e20dc6826a2b7937610288932/source.bamc,sprite/ressources/CHFT2A6/sources/b3098b98ce7560968d9d2609c08db805abb49a7e20dc6826a2b7937610288932/source.bam,sprite/ressources/CHFT2A6/sources/b3098b98ce7560968d9d2609c08db805abb49a7e20dc6826a2b7937610288932/source.json,verified
CHFT2A7,AB72C5645CCF60DF8021D759F666554EE852A181F2360F6C0B73A45B486692F5,111F6CA6A5345D7C33B67298CD9C406EEA51159DDC3216D53A8C39542C963BC6,data/GUIIcon.bif,0x0040074C,sprite/ressources/CHFT2A7/sources/ab72c5645ccf60df8021d759f666554ee852a181f2360f6c0b73a45b486692f5/source.bamc,sprite/ressources/CHFT2A7/sources/ab72c5645ccf60df8021d759f666554ee852a181f2360f6c0b73a45b486692f5/source.bam,sprite/ressources/CHFT2A7/sources/ab72c5645ccf60df8021d759f666554ee852a181f2360f6c0b73a45b486692f5/source.json,verified
CHFT2A8,D234A4EE29AA496670C2E747404D32DD10A569470BD34B5B309BA258770D0232,E7449E0370B21DE5E34169E868D6B03CBF21F212E7539AB1EC08AB5C08072126,data/GUIIcon.bif,0x0040074D,sprite/ressources/CHFT2A8/sources/d234a4ee29aa496670c2e747404d32dd10a569470bd34b5b309ba258770d0232/source.bamc,sprite/ressources/CHFT2A8/sources/d234a4ee29aa496670c2e747404d32dd10a569470bd34b5b309ba258770d0232/source.bam,sprite/ressources/CHFT2A8/sources/d234a4ee29aa496670c2e747404d32dd10a569470bd34b5b309ba258770d0232/source.json,verified
CHFT2A9,510C363F8973640CE30758CF47D05D7F3228073E446E23CCF150050A1DF3A51D,D4AE7DD79A6E643FAEA1D586D4890CBDAA74D0A101CF634F950FA5146A903362,data/GUIIcon.bif,0x0040074E,sprite/ressources/CHFT2A9/sources/510c363f8973640ce30758cf47d05d7f3228073e446e23ccf150050a1df3a51d/source.bamc,sprite/ressources/CHFT2A9/sources/510c363f8973640ce30758cf47d05d7f3228073e446e23ccf150050a1df3a51d/source.bam,sprite/ressources/CHFT2A9/sources/510c363f8973640ce30758cf47d05d7f3228073e446e23ccf150050a1df3a51d/source.json,verified
CHFT2CA,9F691F0CE415EE9D9D849587827A56C2E3D11C06E7B30E4ED6CDFE0BC882DE55,3DE874E683CC296EFB7AFA23302200261C0CED56C5D12F1495FDB1D0DB34CB50,data/GUIIcon.bif,0x0040074F,sprite/ressources/CHFT2CA/sources/9f691f0ce415ee9d9d849587827a56c2e3d11c06e7b30e4ed6cdfe0bc882de55/source.bamc,sprite/ressources/CHFT2CA/sources/9f691f0ce415ee9d9d849587827a56c2e3d11c06e7b30e4ed6cdfe0bc882de55/source.bam,sprite/ressources/CHFT2CA/sources/9f691f0ce415ee9d9d849587827a56c2e3d11c06e7b30e4ed6cdfe0bc882de55/source.json,verified
CHFT2G1,BA259F1A1DA1AFD863E3D6FBF8A84DF64B410E00ADA468B8B746C3EA47D431E4,4DC5B1ED1E318B8680C9F5CE25A384C0D237E2BE521656AC5D60E30C21A45BC8,data/GUIIcon.bif,0x00400750,sprite/ressources/CHFT2G1/sources/ba259f1a1da1afd863e3d6fbf8a84df64b410e00ada468b8b746c3ea47d431e4/source.bamc,sprite/ressources/CHFT2G1/sources/ba259f1a1da1afd863e3d6fbf8a84df64b410e00ada468b8b746c3ea47d431e4/source.bam,sprite/ressources/CHFT2G1/sources/ba259f1a1da1afd863e3d6fbf8a84df64b410e00ada468b8b746c3ea47d431e4/source.json,verified
CHFT2G11,7B3DAE59C2A36742B9E33C06A14ABA4CA67E4569FDCFDC1C3D13675F0548EDD6,7049414E7BE65893D32FBC585ACA0289D7AF32F6082DC87CFB1DC4AB70B21942,data/GUIIcon.bif,0x00400751,sprite/ressources/CHFT2G11/sources/7b3dae59c2a36742b9e33c06a14aba4ca67e4569fdcfdc1c3d13675f0548edd6/source.bamc,sprite/ressources/CHFT2G11/sources/7b3dae59c2a36742b9e33c06a14aba4ca67e4569fdcfdc1c3d13675f0548edd6/source.bam,sprite/ressources/CHFT2G11/sources/7b3dae59c2a36742b9e33c06a14aba4ca67e4569fdcfdc1c3d13675f0548edd6/source.json,verified
CHFT2G12,61734761E4AD909567128E7F1D4A7D1FAA6094547E3AB6CE6CB057EB3E39F5E3,1C61FB0F8D4E490FBB9E827C0B633AFD09D74BD7E557B1C41F0F275A192F1BBA,data/GUIIcon.bif,0x00400752,sprite/ressources/CHFT2G12/sources/61734761e4ad909567128e7f1d4a7d1faa6094547e3ab6ce6cb057eb3e39f5e3/source.bamc,sprite/ressources/CHFT2G12/sources/61734761e4ad909567128e7f1d4a7d1faa6094547e3ab6ce6cb057eb3e39f5e3/source.bam,sprite/ressources/CHFT2G12/sources/61734761e4ad909567128e7f1d4a7d1faa6094547e3ab6ce6cb057eb3e39f5e3/source.json,verified
CHFT2G13,1C823B166AD6CA10A1BE06843BADC29C7CC812D21637F6A38CA5B7A6F25846A8,C740860A4CA08B9D1A6083897EEA3D8650CD1F7FF2E7ACD33CD07F9A2BBCD23B,data/GUIIcon.bif,0x00400753,sprite/ressources/CHFT2G13/sources/1c823b166ad6ca10a1be06843badc29c7cc812d21637f6a38ca5b7a6f25846a8/source.bamc,sprite/ressources/CHFT2G13/sources/1c823b166ad6ca10a1be06843badc29c7cc812d21637f6a38ca5b7a6f25846a8/source.bam,sprite/ressources/CHFT2G13/sources/1c823b166ad6ca10a1be06843badc29c7cc812d21637f6a38ca5b7a6f25846a8/source.json,verified
CHFT2G14,6F684826A28788E0D69B1675CCF7C76F07FDA5D857DB7FBDB38479EDB947866F,E60C2237AE4AE7C02A41F91903A9D9792452111F00D5A9479CE249DCAC06A436,data/GUIIcon.bif,0x00400754,sprite/ressources/CHFT2G14/sources/6f684826a28788e0d69b1675ccf7c76f07fda5d857db7fbdb38479edb947866f/source.bamc,sprite/ressources/CHFT2G14/sources/6f684826a28788e0d69b1675ccf7c76f07fda5d857db7fbdb38479edb947866f/source.bam,sprite/ressources/CHFT2G14/sources/6f684826a28788e0d69b1675ccf7c76f07fda5d857db7fbdb38479edb947866f/source.json,verified
CHFT2G15,2BD9C457A6D4ED03972891D7D71E2F897CF8775ACF5445C8E1528D506CEFCB36,A955BFCDDFA392D4F8D5919F717800458DEC2A38D8884C3013F45A9BADD00BF6,data/GUIIcon.bif,0x00400755,sprite/ressources/CHFT2G15/sources/2bd9c457a6d4ed03972891d7d71e2f897cf8775acf5445c8e1528d506cefcb36/source.bamc,sprite/ressources/CHFT2G15/sources/2bd9c457a6d4ed03972891d7d71e2f897cf8775acf5445c8e1528d506cefcb36/source.bam,sprite/ressources/CHFT2G15/sources/2bd9c457a6d4ed03972891d7d71e2f897cf8775acf5445c8e1528d506cefcb36/source.json,verified
CHFT2G16,1E7EF13C03D4F55A9B28383AF84A751162D79956843F2C9CA9D131EE8F3B1DC6,C20236203251F92DA6C9906BA4A1A0ABD70B5A953CFFA908E75AC7F4FC3A0278,data/GUIIcon.bif,0x00400756,sprite/ressources/CHFT2G16/sources/1e7ef13c03d4f55a9b28383af84a751162d79956843f2c9ca9d131ee8f3b1dc6/source.bamc,sprite/ressources/CHFT2G16/sources/1e7ef13c03d4f55a9b28383af84a751162d79956843f2c9ca9d131ee8f3b1dc6/source.bam,sprite/ressources/CHFT2G16/sources/1e7ef13c03d4f55a9b28383af84a751162d79956843f2c9ca9d131ee8f3b1dc6/source.json,verified
CHFT2G17,2D3FC082271ABB797CE2882F14FD32EC24A76DA7FD99FA066C55EBDE22AA8DC8,0F979CDBF384129DD8C418CFAD5F4C1268E459E17589B8EB9AB39B2E692BFF30,data/GUIIcon.bif,0x00400757,sprite/ressources/CHFT2G17/sources/2d3fc082271abb797ce2882f14fd32ec24a76da7fd99fa066c55ebde22aa8dc8/source.bamc,sprite/ressources/CHFT2G17/sources/2d3fc082271abb797ce2882f14fd32ec24a76da7fd99fa066c55ebde22aa8dc8/source.bam,sprite/ressources/CHFT2G17/sources/2d3fc082271abb797ce2882f14fd32ec24a76da7fd99fa066c55ebde22aa8dc8/source.json,verified
CHFT2G18,A296A975968907BE48EF17E3FDC1CD3B95B502AD9341DD6102DCE92B37C313E9,C03AAC6AA0C2ABC3F37A067AB017C740A8E433A2D7A9ED94B0955965FDB3ADA3,data/GUIIcon.bif,0x00400758,sprite/ressources/CHFT2G18/sources/a296a975968907be48ef17e3fdc1cd3b95b502ad9341dd6102dce92b37c313e9/source.bamc,sprite/ressources/CHFT2G18/sources/a296a975968907be48ef17e3fdc1cd3b95b502ad9341dd6102dce92b37c313e9/source.bam,sprite/ressources/CHFT2G18/sources/a296a975968907be48ef17e3fdc1cd3b95b502ad9341dd6102dce92b37c313e9/source.json,verified
CHFT2G19,F91593BCB49C330D7F955C65BCF03B6207B4563A93F076A231236AC5F0C202A0,89A77FE6B266CFF6646B68DD2F36C695BAF2A5D06C33E3FD2F8948AD173B5A8E,data/GUIIcon.bif,0x00400759,sprite/ressources/CHFT2G19/sources/f91593bcb49c330d7f955c65bcf03b6207b4563a93f076a231236ac5f0c202a0/source.bamc,sprite/ressources/CHFT2G19/sources/f91593bcb49c330d7f955c65bcf03b6207b4563a93f076a231236ac5f0c202a0/source.bam,sprite/ressources/CHFT2G19/sources/f91593bcb49c330d7f955c65bcf03b6207b4563a93f076a231236ac5f0c202a0/source.json,verified
CHFT2SA,06405D9FB3477BC9D45A5A0D1357624D11AA47A2188634D7AD06B433AA29E6BF,76D5FB4981C2D6C8777AD04A7BB6C6FC44115C360F79A54653249D76F92F63A3,data/GUIIcon.bif,0x0040075B,sprite/ressources/CHFT2SA/sources/06405d9fb3477bc9d45a5a0d1357624d11aa47a2188634d7ad06b433aa29e6bf/source.bamc,sprite/ressources/CHFT2SA/sources/06405d9fb3477bc9d45a5a0d1357624d11aa47a2188634d7ad06b433aa29e6bf/source.bam,sprite/ressources/CHFT2SA/sources/06405d9fb3477bc9d45a5a0d1357624d11aa47a2188634d7ad06b433aa29e6bf/source.json,verified
CHFT2SS,39050FC9E17DAB76F516CF3080F9EEFF72E2049335BAFADD9F6A1523F5642C8E,1B806CD46081FB2A7D3F48B515D098A7C64C420B39D3748469F361A601856C06,data/GUIIcon.bif,0x0040075C,sprite/ressources/CHFT2SS/sources/39050fc9e17dab76f516cf3080f9eeff72e2049335bafadd9f6a1523f5642c8e/source.bamc,sprite/ressources/CHFT2SS/sources/39050fc9e17dab76f516cf3080f9eeff72e2049335bafadd9f6a1523f5642c8e/source.bam,sprite/ressources/CHFT2SS/sources/39050fc9e17dab76f516cf3080f9eeff72e2049335bafadd9f6a1523f5642c8e/source.json,verified
CHFT2SX,5D0A381D9CFDFE29ACA7D673894BFBBC5FFDAFA17B1FC0AB927DDBC8BBA094A3,EE91C9BF1910F619BB3AFC874D4BC5FE56E1FFDD136649840E877BACAEFD1DBE,data/GUIIcon.bif,0x0040075D,sprite/ressources/CHFT2SX/sources/5d0a381d9cfdfe29aca7d673894bfbbc5ffdafa17b1fc0ab927ddbc8bba094a3/source.bamc,sprite/ressources/CHFT2SX/sources/5d0a381d9cfdfe29aca7d673894bfbbc5ffdafa17b1fc0ab927ddbc8bba094a3/source.bam,sprite/ressources/CHFT2SX/sources/5d0a381d9cfdfe29aca7d673894bfbbc5ffdafa17b1fc0ab927ddbc8bba094a3/source.json,verified
CHFT3A1,AFA4BDC05D7AA44EDAF8371BD4B5577F743507323CD63BAC05B3DB2A6A2054F3,072A167B4EA1A7F0695F4A2C3521B6D93C5515AF021C8CA82868754C947B4460,data/GUIIcon.bif,0x0040075E,sprite/ressources/CHFT3A1/sources/afa4bdc05d7aa44edaf8371bd4b5577f743507323cd63bac05b3db2a6a2054f3/source.bamc,sprite/ressources/CHFT3A1/sources/afa4bdc05d7aa44edaf8371bd4b5577f743507323cd63bac05b3db2a6a2054f3/source.bam,sprite/ressources/CHFT3A1/sources/afa4bdc05d7aa44edaf8371bd4b5577f743507323cd63bac05b3db2a6a2054f3/source.json,verified
CHFT3A2,CFCA0C1614532BB15CA8EA85C169E0FA1C2B0D58E1CD1EE1E74AC33D89C0B331,18C1AD3AC547445E775F9731FC797A9B2C8F17EC7486DEFB8D844C25E0DB541E,data/GUIIcon.bif,0x0040075F,sprite/ressources/CHFT3A2/sources/cfca0c1614532bb15ca8ea85c169e0fa1c2b0d58e1cd1ee1e74ac33d89c0b331/source.bamc,sprite/ressources/CHFT3A2/sources/cfca0c1614532bb15ca8ea85c169e0fa1c2b0d58e1cd1ee1e74ac33d89c0b331/source.bam,sprite/ressources/CHFT3A2/sources/cfca0c1614532bb15ca8ea85c169e0fa1c2b0d58e1cd1ee1e74ac33d89c0b331/source.json,verified
CHFT3A3,F465065AB742241AC700866CFF3B6DE26FE916B6ED2B79DA7DEB78F201A8C3A8,8B9EFD1CA1591098242742AE58DDC51A6872C034CCB3A09AF5A4F7161AA775D2,data/GUIIcon.bif,0x00400760,sprite/ressources/CHFT3A3/sources/f465065ab742241ac700866cff3b6de26fe916b6ed2b79da7deb78f201a8c3a8/source.bamc,sprite/ressources/CHFT3A3/sources/f465065ab742241ac700866cff3b6de26fe916b6ed2b79da7deb78f201a8c3a8/source.bam,sprite/ressources/CHFT3A3/sources/f465065ab742241ac700866cff3b6de26fe916b6ed2b79da7deb78f201a8c3a8/source.json,verified
CHFT3A4,6F4653425258C5C929D00B6A8CCF4C2222484317E2009BE23D83D3B9708B2D09,0B91CF78B36A6F25BA3DD715F787506A2E060926B02E695AB3F64F72CBF2D105,data/GUIIcon.bif,0x00400761,sprite/ressources/CHFT3A4/sources/6f4653425258c5c929d00b6a8ccf4c2222484317e2009be23d83d3b9708b2d09/source.bamc,sprite/ressources/CHFT3A4/sources/6f4653425258c5c929d00b6a8ccf4c2222484317e2009be23d83d3b9708b2d09/source.bam,sprite/ressources/CHFT3A4/sources/6f4653425258c5c929d00b6a8ccf4c2222484317e2009be23d83d3b9708b2d09/source.json,verified
CHFT3A5,58FBF2CC13A7AFEEBAEF157FC7ECC80E2D16828014B38507BD0580E524ED1F6A,171D3E3DF77AC259E2EF986B4DD4AA012DEDBE51F72BC0B7AFD6E4092BB7B960,data/GUIIcon.bif,0x00400762,sprite/ressources/CHFT3A5/sources/58fbf2cc13a7afeebaef157fc7ecc80e2d16828014b38507bd0580e524ed1f6a/source.bamc,sprite/ressources/CHFT3A5/sources/58fbf2cc13a7afeebaef157fc7ecc80e2d16828014b38507bd0580e524ed1f6a/source.bam,sprite/ressources/CHFT3A5/sources/58fbf2cc13a7afeebaef157fc7ecc80e2d16828014b38507bd0580e524ed1f6a/source.json,verified
CHFT3A6,D7F326591ABD797FBBDDDED83F302940AE7BB8DB545BC9CAFDCEB0069B97EA3C,3CB2EA45672A4F0846C2391C5011EC5B29EABC5672E1460C59460544BC830EA8,data/GUIIcon.bif,0x00400763,sprite/ressources/CHFT3A6/sources/d7f326591abd797fbbddded83f302940ae7bb8db545bc9cafdceb0069b97ea3c/source.bamc,sprite/ressources/CHFT3A6/sources/d7f326591abd797fbbddded83f302940ae7bb8db545bc9cafdceb0069b97ea3c/source.bam,sprite/ressources/CHFT3A6/sources/d7f326591abd797fbbddded83f302940ae7bb8db545bc9cafdceb0069b97ea3c/source.json,verified
CHFT3A7,7708B5DCE4BDF2110B3CAD91C268B2D4D2303F35A5959085196AE83AC291F905,28ED5296176D913700198A14B09019E6CD0EED082B0D42853915056082254811,data/GUIIcon.bif,0x00400764,sprite/ressources/CHFT3A7/sources/7708b5dce4bdf2110b3cad91c268b2d4d2303f35a5959085196ae83ac291f905/source.bamc,sprite/ressources/CHFT3A7/sources/7708b5dce4bdf2110b3cad91c268b2d4d2303f35a5959085196ae83ac291f905/source.bam,sprite/ressources/CHFT3A7/sources/7708b5dce4bdf2110b3cad91c268b2d4d2303f35a5959085196ae83ac291f905/source.json,verified
CHFT3A8,B6FC5CBFC283D30DC63B32AEDD83C5EDF60E0C222F5FA8416108A9982530F63A,AA5A7AD4ED8D8E5B0FCBB7875243E8871D8703EAFF4BA02CFF1EDAB73157E9B2,data/GUIIcon.bif,0x00400765,sprite/ressources/CHFT3A8/sources/b6fc5cbfc283d30dc63b32aedd83c5edf60e0c222f5fa8416108a9982530f63a/source.bamc,sprite/ressources/CHFT3A8/sources/b6fc5cbfc283d30dc63b32aedd83c5edf60e0c222f5fa8416108a9982530f63a/source.bam,sprite/ressources/CHFT3A8/sources/b6fc5cbfc283d30dc63b32aedd83c5edf60e0c222f5fa8416108a9982530f63a/source.json,verified
CHFT3A9,AB904F60855170D41F1FA31B3D9CEE51B3ADC596AE62FDBA015AB0DF1DB4C794,0FF0CD6E26776F6E82E910060CAE260568B40BCEFC27F42D7913A4CCEA0ADA6E,data/GUIIcon.bif,0x00400766,sprite/ressources/CHFT3A9/sources/ab904f60855170d41f1fa31b3d9cee51b3adc596ae62fdba015ab0df1db4c794/source.bamc,sprite/ressources/CHFT3A9/sources/ab904f60855170d41f1fa31b3d9cee51b3adc596ae62fdba015ab0df1db4c794/source.bam,sprite/ressources/CHFT3A9/sources/ab904f60855170d41f1fa31b3d9cee51b3adc596ae62fdba015ab0df1db4c794/source.json,verified
CHFT3CA,B4290F5559AD9C415CFD7A12CB6E99F1FB413CC01086723401D40845C471DF30,6B1C67ED6EC576A0F852E7081ADCA5D5429F34F5453FF22F15D0815AF1237630,data/GUIIcon.bif,0x00400767,sprite/ressources/CHFT3CA/sources/b4290f5559ad9c415cfd7a12cb6e99f1fb413cc01086723401d40845c471df30/source.bamc,sprite/ressources/CHFT3CA/sources/b4290f5559ad9c415cfd7a12cb6e99f1fb413cc01086723401d40845c471df30/source.bam,sprite/ressources/CHFT3CA/sources/b4290f5559ad9c415cfd7a12cb6e99f1fb413cc01086723401d40845c471df30/source.json,verified
CHFT3G1,D0C844E1961316C8045BD217AA521F0D91163697D7B3C7F22084E315F60D48BA,CE2BA154D8C84E773EB099A3D1B640471AAE273C46E4FF2D50B5808DA78D0217,data/GUIIcon.bif,0x00400768,sprite/ressources/CHFT3G1/sources/d0c844e1961316c8045bd217aa521f0d91163697d7b3c7f22084e315f60d48ba/source.bamc,sprite/ressources/CHFT3G1/sources/d0c844e1961316c8045bd217aa521f0d91163697d7b3c7f22084e315f60d48ba/source.bam,sprite/ressources/CHFT3G1/sources/d0c844e1961316c8045bd217aa521f0d91163697d7b3c7f22084e315f60d48ba/source.json,verified
CHFT3G11,BEA07B9BB1722A797E4793A99102DD155A04B25197AE206DE4781BAA5F58ADDA,7D94CE5EB068CD7D279E84F634DBC3FE662E64B1CDDADE6BB3F52D00EC814D1C,data/GUIIcon.bif,0x00400769,sprite/ressources/CHFT3G11/sources/bea07b9bb1722a797e4793a99102dd155a04b25197ae206de4781baa5f58adda/source.bamc,sprite/ressources/CHFT3G11/sources/bea07b9bb1722a797e4793a99102dd155a04b25197ae206de4781baa5f58adda/source.bam,sprite/ressources/CHFT3G11/sources/bea07b9bb1722a797e4793a99102dd155a04b25197ae206de4781baa5f58adda/source.json,verified
CHFT3G12,16DC14029C344B709A53EC3CACF56CF42432CE518227C99A65863A5199494F91,9483B475E34C70A007E0F6B462D249C5CBC8943B5482DC766A774AD41D787DCA,data/GUIIcon.bif,0x0040076A,sprite/ressources/CHFT3G12/sources/16dc14029c344b709a53ec3cacf56cf42432ce518227c99a65863a5199494f91/source.bamc,sprite/ressources/CHFT3G12/sources/16dc14029c344b709a53ec3cacf56cf42432ce518227c99a65863a5199494f91/source.bam,sprite/ressources/CHFT3G12/sources/16dc14029c344b709a53ec3cacf56cf42432ce518227c99a65863a5199494f91/source.json,verified
CHFT3G13,853054FF66FBA750B9634AD4CFCC155C6C6F5365EE24C056A0A93A2590BCC3A0,0D7AB4AC776144D68C2A713553B601B542AD2CDE170782171D0E790C0F52C18A,data/GUIIcon.bif,0x0040076B,sprite/ressources/CHFT3G13/sources/853054ff66fba750b9634ad4cfcc155c6c6f5365ee24c056a0a93a2590bcc3a0/source.bamc,sprite/ressources/CHFT3G13/sources/853054ff66fba750b9634ad4cfcc155c6c6f5365ee24c056a0a93a2590bcc3a0/source.bam,sprite/ressources/CHFT3G13/sources/853054ff66fba750b9634ad4cfcc155c6c6f5365ee24c056a0a93a2590bcc3a0/source.json,verified
CHFT3G14,40F7329A82260FA93686B9A785D90ED86E972C77B23996C0FB17F377F92F26A1,B238751250B4FB73E54AAF9E9EC729CDB37EB42515191CE76D85E7F460230202,data/GUIIcon.bif,0x0040076C,sprite/ressources/CHFT3G14/sources/40f7329a82260fa93686b9a785d90ed86e972c77b23996c0fb17f377f92f26a1/source.bamc,sprite/ressources/CHFT3G14/sources/40f7329a82260fa93686b9a785d90ed86e972c77b23996c0fb17f377f92f26a1/source.bam,sprite/ressources/CHFT3G14/sources/40f7329a82260fa93686b9a785d90ed86e972c77b23996c0fb17f377f92f26a1/source.json,verified
CHFT3G15,1C9B0D0FAFACCB1BE7106A76AB112AB789291C1485AA9D49C066369FE0751312,892424FD137FA608C719AA9C1E72914C931FD8CE287E4CA77777C85BBDE60C7B,data/GUIIcon.bif,0x0040076D,sprite/ressources/CHFT3G15/sources/1c9b0d0fafaccb1be7106a76ab112ab789291c1485aa9d49c066369fe0751312/source.bamc,sprite/ressources/CHFT3G15/sources/1c9b0d0fafaccb1be7106a76ab112ab789291c1485aa9d49c066369fe0751312/source.bam,sprite/ressources/CHFT3G15/sources/1c9b0d0fafaccb1be7106a76ab112ab789291c1485aa9d49c066369fe0751312/source.json,verified
CHFT3G16,4B7D7C2BC547CF00CCAA2DEABF36FC26C2052736E8648AF7C2A355E115617A93,8657A6E1BBF7C9AB31862F0B0E942B563807A4195D29874055C28D9F205BD2C6,data/GUIIcon.bif,0x0040076E,sprite/ressources/CHFT3G16/sources/4b7d7c2bc547cf00ccaa2deabf36fc26c2052736e8648af7c2a355e115617a93/source.bamc,sprite/ressources/CHFT3G16/sources/4b7d7c2bc547cf00ccaa2deabf36fc26c2052736e8648af7c2a355e115617a93/source.bam,sprite/ressources/CHFT3G16/sources/4b7d7c2bc547cf00ccaa2deabf36fc26c2052736e8648af7c2a355e115617a93/source.json,verified
CHFT3G17,1CF06CBC5F110B6FAEA24FC2F2FF6FAE60844331969ABD1932709A1F8E2BC85C,A78E1ED786B2926B28FFE6BEA81645D7A1F9DB3506C385496163CDA22D66BBA9,data/GUIIcon.bif,0x0040076F,sprite/ressources/CHFT3G17/sources/1cf06cbc5f110b6faea24fc2f2ff6fae60844331969abd1932709a1f8e2bc85c/source.bamc,sprite/ressources/CHFT3G17/sources/1cf06cbc5f110b6faea24fc2f2ff6fae60844331969abd1932709a1f8e2bc85c/source.bam,sprite/ressources/CHFT3G17/sources/1cf06cbc5f110b6faea24fc2f2ff6fae60844331969abd1932709a1f8e2bc85c/source.json,verified
CHFT3G18,070FBAC325ABD968928423C354461ADB643DE145376CE73C33764CCDDC424D68,0BE3CAD5ADB6CAF3890F8C54B0EB91E7E632B9646192EAC1242D0DBC82B36F87,data/GUIIcon.bif,0x00400770,sprite/ressources/CHFT3G18/sources/070fbac325abd968928423c354461adb643de145376ce73c33764ccddc424d68/source.bamc,sprite/ressources/CHFT3G18/sources/070fbac325abd968928423c354461adb643de145376ce73c33764ccddc424d68/source.bam,sprite/ressources/CHFT3G18/sources/070fbac325abd968928423c354461adb643de145376ce73c33764ccddc424d68/source.json,verified
CHFT3G19,B6219994216C394539684A2A2BE710D791F7F847A8C47B4960197E2ED79EBD87,CDBD74D16E501EA61DB36A9F14994108B463169DE6793D2D2B6B342F5C4E8B6E,data/GUIIcon.bif,0x00400771,sprite/ressources/CHFT3G19/sources/b6219994216c394539684a2a2be710d791f7f847a8c47b4960197e2ed79ebd87/source.bamc,sprite/ressources/CHFT3G19/sources/b6219994216c394539684a2a2be710d791f7f847a8c47b4960197e2ed79ebd87/source.bam,sprite/ressources/CHFT3G19/sources/b6219994216c394539684a2a2be710d791f7f847a8c47b4960197e2ed79ebd87/source.json,verified
CHFT3SA,9F7AF16F5FB239E7DAD77465CE7EF653AA1A197D487F4B943B42837F569DE1AB,BEE22B60B273BBED63BC728FDBC5230DB45A23C7D3548638330083774BAB477F,data/GUIIcon.bif,0x00400773,sprite/ressources/CHFT3SA/sources/9f7af16f5fb239e7dad77465ce7ef653aa1a197d487f4b943b42837f569de1ab/source.bamc,sprite/ressources/CHFT3SA/sources/9f7af16f5fb239e7dad77465ce7ef653aa1a197d487f4b943b42837f569de1ab/source.bam,sprite/ressources/CHFT3SA/sources/9f7af16f5fb239e7dad77465ce7ef653aa1a197d487f4b943b42837f569de1ab/source.json,verified
CHFT3SS,59D4BB6CE3BA6840B380CE9FAE6AD7D336CB56C00DFB5B9FA0ADD29FB06F4AC0,88E41F8F38D9FCC8296DEE48CA35E255B94EF21DDECA3AC2A0477603382594BC,data/GUIIcon.bif,0x00400774,sprite/ressources/CHFT3SS/sources/59d4bb6ce3ba6840b380ce9fae6ad7d336cb56c00dfb5b9fa0add29fb06f4ac0/source.bamc,sprite/ressources/CHFT3SS/sources/59d4bb6ce3ba6840b380ce9fae6ad7d336cb56c00dfb5b9fa0add29fb06f4ac0/source.bam,sprite/ressources/CHFT3SS/sources/59d4bb6ce3ba6840b380ce9fae6ad7d336cb56c00dfb5b9fa0add29fb06f4ac0/source.json,verified
CHFT3SX,A13192969D6299A89BA4CE41E448D5E1BF4D7C54D1DAED2EBC75F1501B2F93A3,59F3EDCC62CF4BDD61A4A379B2C03B4C5784B87D541DC9C80823D44915CE2E8F,data/GUIIcon.bif,0x00400775,sprite/ressources/CHFT3SX/sources/a13192969d6299a89ba4ce41e448d5e1bf4d7c54d1daed2ebc75f1501b2f93a3/source.bamc,sprite/ressources/CHFT3SX/sources/a13192969d6299a89ba4ce41e448d5e1bf4d7c54d1daed2ebc75f1501b2f93a3/source.bam,sprite/ressources/CHFT3SX/sources/a13192969d6299a89ba4ce41e448d5e1bf4d7c54d1daed2ebc75f1501b2f93a3/source.json,verified
CHFT4A1,306D4B155ABDC3BB629760A5D5EFC087FB9C445C056363B3243C8ACCCF3C5AC9,0424BFE925C39DAACACFDB592081EF872CDB54C79F8BC43B3EA62395AC705031,data/GUIIcon.bif,0x00400776,sprite/ressources/CHFT4A1/sources/306d4b155abdc3bb629760a5d5efc087fb9c445c056363b3243c8acccf3c5ac9/source.bamc,sprite/ressources/CHFT4A1/sources/306d4b155abdc3bb629760a5d5efc087fb9c445c056363b3243c8acccf3c5ac9/source.bam,sprite/ressources/CHFT4A1/sources/306d4b155abdc3bb629760a5d5efc087fb9c445c056363b3243c8acccf3c5ac9/source.json,verified
CHFT4A2,88644EBD5EB8707DB782EE101B573AD5630EF32D3EA6A6B47497AEDF6C85AECA,8A07CD390BFB3E07F7074A037F3C287632EB2D1FCB2983DD5705FDD91B887242,data/GUIIcon.bif,0x00400777,sprite/ressources/CHFT4A2/sources/88644ebd5eb8707db782ee101b573ad5630ef32d3ea6a6b47497aedf6c85aeca/source.bamc,sprite/ressources/CHFT4A2/sources/88644ebd5eb8707db782ee101b573ad5630ef32d3ea6a6b47497aedf6c85aeca/source.bam,sprite/ressources/CHFT4A2/sources/88644ebd5eb8707db782ee101b573ad5630ef32d3ea6a6b47497aedf6c85aeca/source.json,verified
