bam_resref,source_bif,locator,source_sha256,canonical_sha256,bam_container,bam_version,decode_status,decode_error,frame_count,cycle_count,cycle_slot_count,transparent_palette_index,width_min,width_max,height_min,height_max,center_x_min,center_x_max,center_y_min,center_y_max,native_pixel_count,native_frame_pixel_count_max,transparent_pixel_count,opaque_pixel_count,used_palette_index_count,partial_alpha_pixels,duplicate_used_rgba_frames,duplicate_used_rgba_pairs,duplicate_used_rgba_examples,registry_resource_estimated_bytes,family_count,family_ids,animation_ids,layer_kinds,bam_prefixes,bam_suffixes,runtime_relevant,override_collision,blocker
ABATG1,data/CREAnim1.bif,0x06300000,85391CDC717ECD60434F7AE9999ABDD6C08726AB22D1CDE7339B74FA638D3CB1,B4C90BCAE2288B786243412BA620F2A07ED10831AF261F85DD4021A2E1CC1E77,BAMC,V1,ok,,65,48,200,0,5,16,4,13,-24,12,-19,38,5233,144,2934,2299,92,0,0,0,,56292,2,0xC000:body:base-resref:ABAT:ABAT;0xC500:body:base-resref:ABAT:ABAT,0xC000;0xC500,body,ABAT,G1,no,no,
ABATG1E,data/CREAnim1.bif,0x06300001,772D4FD247012898D2292BC23395E65E058E749594EB16D0096A2ADEEADA9F5A,375319F6F606EA1B197F6F54EB04802112621B5264F7A9C826978199F127031F,BAMC,V1,ok,,39,48,98,0,5,15,5,15,-1,32,-13,37,3340,168,1822,1518,82,0,0,0,,34584,2,0xC000:body:base-resref:ABAT:ABAT;0xC500:body:base-resref:ABAT:ABAT,0xC000;0xC500,body,ABAT,G1E,no,no,
ABIRG1,data/CREAnim1.bif,0x06300002,C29A256B7F57F076020EFB58DBAE3D3AEE183C82AB2E68BF820B7695BC7EE902,4A241D41D7C8060FEA95F4D3C903E671F24CFB8D8CFDE78899893E181C28DF94,BAMC,V1,ok,,36,18,45,0,4,19,8,12,2,9,13,20,4023,153,2492,1531,252,0,0,0,,35400,2,0xD300:body:base-resref:ABIRG1:ABIRG1;0xD400:body:base-resref:ABIRG1:ABIRG1,0xD300;0xD400,body,ABIRG1,,no,no,
ACATG1,data/CREAnim1.bif,0x06300003,A5911448787D859E08356CD88A3DE87CCFEEE6C0D0DB3DDD9401E0BE36B80917,0E2219128C7E5BA41141819DE7EBB99691D95CBCAB265235AD289C7BA6F8C9EE,BAMC,V1,ok,,90,48,273,0,9,34,15,34,2,16,9,19,40051,754,23723,16328,238,0,0,0,,209056,1,0xC100:body:base-resref:ACAT:ACAT,0xC100,body,ACAT,G1,no,no,
ACATG1E,data/CREAnim1.bif,0x06300004,C28A04DD7DE4CB24EED57A0A4445598DE53E7B83A87E8204E6B88FDF98A8BD57,B971515EF93B9E40D9C3A5ACF35A97ED19CC953E5D6F02C840D3DFCEE6484BC3,BAMC,V1,ok,,54,48,131,0,19,38,13,29,5,21,4,19,31546,841,20557,10989,192,0,0,0,,155460,1,0xC100:body:base-resref:ACAT:ACAT,0xC100,body,ACAT,G1E,no,no,
ACHKG1,data/CREAnim.bif,0x00600000,CE20A571EE7596673C427772C55E903CDB7F5EE84FBC362B305A194F42A9B6CC,1EF5F6F3FC4396005E75915E16B0CEBCB71DA1811B4B67374A5DBAD029CB51B9,BAMC,V1,ok,,60,48,175,0,2,79,3,35,-1,14,-4,26,18464,2765,11771,6693,208,0,0,0,,106476,1,0xC200:body:base-resref:ACHK:ACHK,0xC200,body,ACHK,G1,no,no,
ACHKG1E,data/CREAnim.bif,0x00600001,365A675D8A4715D76758F843432CE34E596AFE85AD4D114FB3668D06D44A9747,58B52C6ECA161B0A9850B35F30C0549B2EC0AF671AC1927E304A7BC7A036B3EF,BAMC,V1,ok,,40,48,92,0,2,79,3,35,-1,14,-4,26,14372,2765,10073,4299,146,0,0,0,,79216,1,0xC200:body:base-resref:ACHK:ACHK,0xC200,body,ACHK,G1E,no,no,
ACOWG1,data/CREAnim.bif,0x00600002,E845D1039AE0FA99A654F8AE56C30BCD3FAF59B6264DEEB49B31A08F6AE9AAE7,25F527C1D8537D85EA3DE2CBFC7AA0D5629DF2695F1CEFD9414AD8FF3F807F2A,BAMC,V1,ok,,22,40,288,0,50,69,39,69,14,46,26,52,73764,4416,40580,33184,215,0,0,0,,308032,1,0xB000:body:base-resref:ACOW:ACOW,0xB000,body,ACOW,G1,no,no,
ACOWG1E,data/CREAnim.bif,0x00600003,60158363563D7A94C070D8331D72AF682BDD63658C10F9DCCFC92E9586084C52,AD41317FEF42246790B51D986A167A843AEE418FC6EDD6646DA308F73EA7D1F1,BAMC,V1,ok,,22,40,240,0,49,72,40,69,20,34,12,52,75391,4485,40196,35195,197,0,0,0,,314348,1,0xB000:body:base-resref:ACOW:ACOW,0xB000,body,ACOW,G1E,no,no,
ADERG1,data/CREAnim.bif,0x00600004,174883530B5DB79C5091A5F14D7D5CD126EC4B6B52806843E3D452B12F80DFA1,A15A3F5A35326C124BD42AC7F3ABB39AFCC08072FD271B6BEA7A2C55BB5C71A2,BAMC,V1,ok,,531,54,657,0,1,50,1,58,0,26,0,37,79041,2009,36361,42680,139,0,0,0,,599424,1,0x7F18:body:base-resref:ADER:ADER,0x7F18,body,ADER,G1,no,no,
ADERG11,data/CREAnim.bif,0x00600005,E32A6D60AE00C5CEFD78DFCBCA713DA2293F92F49DA249D74AA1C6B89BDFAA16,8F8FE2DDCC1D9F76200A2207C86C82FAF5301E0A158CE9A69BC485DEB2701382,BAMC,V1,ok,,531,54,657,0,1,49,1,64,0,22,0,42,238032,2346,118956,119076,205,0,0,0,,1235388,1,0x7F18:body:base-resref:ADER:ADER,0x7F18,body,ADER,G11,no,no,
ADERG12,data/CREAnim.bif,0x00600006,C3E26A8ABE828FCE8BB24958D82AD27409BC2673103CA5049E3BD592D97E3C9B,81EC385B9A702D40617B3A3473C85611C6E0245C620328A7BC44DABB4CD0B492,BAMC,V1,ok,,531,54,657,0,1,51,1,58,0,27,0,37,264041,2009,122410,141631,168,0,0,0,,1339424,1,0x7F18:body:base-resref:ADER:ADER,0x7F18,body,ADER,G12,no,no,
ADERG13,data/CREAnim.bif,0x00600007,BC88A0E14FDDC944718C54E92F57FE70A2746240BD9524E2E086BFCBB110E3BA,862C635E344B74392F62D6B10D350FF46E508A69E41DF901560D8E5D275B269A,BAMC,V1,ok,,531,54,657,0,1,59,1,67,0,34,0,47,78818,2491,40918,37900,162,0,0,0,,598532,1,0x7F18:body:base-resref:ADER:ADER,0x7F18,body,ADER,G13,no,no,
ADERG14,data/CREAnim.bif,0x00600008,D9FFB79A559C93C7019AA93C8270F90B9C702D9A2C0CB7C129EE66480EA64C08,F10ECCD428C75D1E01435211740CBD817BA1217ABB7315E6C12075B4063C58A6,BAMC,V1,ok,,531,54,657,0,1,70,1,67,-2,48,0,47,339657,2940,199123,140534,230,0,0,0,,1641888,1,0x7F18:body:base-resref:ADER:ADER,0x7F18,body,ADER,G14,no,no,
ADERG15,data/CREAnim.bif,0x00600009,836744A9A1CE10219604E1FE633105CA54ABA2B875AE705A77A9EB3297233FA8,36F852F765B99431552003BA6EC7C6385F9081FD953F494630FED1E4F43FD081,BAMC,V1,ok,,531,54,657,0,1,67,1,50,0,47,0,21,38332,2479,24146,14186,181,0,0,0,,436588,1,0x7F18:body:base-resref:ADER:ADER,0x7F18,body,ADER,G15,no,no,
ADERG2,data/CREAnim.bif,0x0060000A,FFCE97D42B882C6889FCDDD2BB44903106CCCE1024421FBEA8FA6B6CE5E1FBED,4C417F79F7CE181F93164D29A57104FE623C581CC66B13DA06BB1BECEC9BC719,BAMC,V1,ok,,531,63,855,0,1,57,1,67,0,33,0,47,85880,2491,41911,43969,170,0,0,0,,627608,1,0x7F18:body:base-resref:ADER:ADER,0x7F18,body,ADER,G2,no,no,
ADERG21,data/CREAnim.bif,0x0060000B,FFCE97D42B882C6889FCDDD2BB44903106CCCE1024421FBEA8FA6B6CE5E1FBED,4C417F79F7CE181F93164D29A57104FE623C581CC66B13DA06BB1BECEC9BC719,BAMC,V1,ok,,531,63,855,0,1,57,1,67,0,33,0,47,85880,2491,41911,43969,170,0,0,0,,627608,1,0x7F18:body:base-resref:ADER:ADER,0x7F18,body,ADER,G21,no,no,
ADERG22,data/CREAnim.bif,0x0060000C,FFCE97D42B882C6889FCDDD2BB44903106CCCE1024421FBEA8FA6B6CE5E1FBED,4C417F79F7CE181F93164D29A57104FE623C581CC66B13DA06BB1BECEC9BC719,BAMC,V1,ok,,531,63,855,0,1,57,1,67,0,33,0,47,85880,2491,41911,43969,170,0,0,0,,627608,1,0x7F18:body:base-resref:ADER:ADER,0x7F18,body,ADER,G22,no,no,
ADERG23,data/CREAnim.bif,0x0060000D,FFCE97D42B882C6889FCDDD2BB44903106CCCE1024421FBEA8FA6B6CE5E1FBED,4C417F79F7CE181F93164D29A57104FE623C581CC66B13DA06BB1BECEC9BC719,BAMC,V1,ok,,531,63,855,0,1,57,1,67,0,33,0,47,85880,2491,41911,43969,170,0,0,0,,627608,1,0x7F18:body:base-resref:ADER:ADER,0x7F18,body,ADER,G23,no,no,
ADERG24,data/CREAnim.bif,0x0060000E,FFCE97D42B882C6889FCDDD2BB44903106CCCE1024421FBEA8FA6B6CE5E1FBED,4C417F79F7CE181F93164D29A57104FE623C581CC66B13DA06BB1BECEC9BC719,BAMC,V1,ok,,531,63,855,0,1,57,1,67,0,33,0,47,85880,2491,41911,43969,170,0,0,0,,627608,1,0x7F18:body:base-resref:ADER:ADER,0x7F18,body,ADER,G24,no,no,
ADERG25,data/CREAnim.bif,0x0060000F,2F06ACB03A04A43E1869A1E879FF07B398C12CF291E8F6D407C35897C73B58C2,ADA9FCC959A6D53FA2F6823278A8347A90457E98091DF829D5DAE31B02C36DF5,BAMC,V1,ok,,531,63,855,0,1,49,1,58,0,26,0,37,78113,1960,35506,42607,149,0,0,0,,596540,1,0x7F18:body:base-resref:ADER:ADER,0x7F18,body,ADER,G25,no,no,
ADERG26,data/CREAnim.bif,0x00600010,A8980BF1AB858DA4F37886EABC839B2F92B88F2FA9DFE75F26DAEC37ECC4D92B,B2A11BD364F9CE5045B4AEAC56717F6EA008D49200450D1D17B4BEA1D637D170,BAMC,V1,ok,,531,63,855,0,1,59,1,67,0,34,0,47,76128,2491,38681,37447,173,0,0,0,,588600,1,0x7F18:body:base-resref:ADER:ADER,0x7F18,body,ADER,G26,no,no,
AEAGG1,data/CREAnim.bif,0x00600011,4D82B3A3E55751E7425355D45C9E87BE56553F008C0FB9BB9C4B49BF812C3177,620FBC597206A4573D0CDA15F7D79518ECE8C2B9EAB0494D1590EC0E2C3A3196,BAMC,V1,ok,,63,18,72,0,30,74,17,45,16,37,34,58,94386,2240,62923,31463,101,0,0,0,,411216,1,0xD000:body:base-resref:AEAGG1:AEAGG1,0xD000,body,AEAGG1,,no,no,
AGROG1,data/CREAnim1.bif,0x06300005,FACABDF3C1E7A4EA6B37EBF69674DF1A0E2A6044DAAA2C2D9182C2A4964C6782,5A596DC56DC0942C75B357D89353DAACB02B0ECF5B196A97BC0313AA74ED9C2E,BAMC,V1,ok,,405,54,675,0,1,160,1,120,0,80,0,80,3456225,19200,3438215,18010,205,0,0,0,,14041704,1,0x7F20:body:base-resref:AGRO:AGRO,0x7F20,body,AGRO,G1,no,no,
AGROG11,data/CREAnim1.bif,0x06300006,F08C692CF5D750E7AE718B1F9B492CD3F59973F90B639313BC3567539F86669D,2A20F4FE8780B862D170CF81404A2519E2D1805FC1E57423F3423E2A9488BDE4,BAMC,V1,ok,,405,54,675,0,1,160,1,120,0,80,0,80,1382733,19200,1373274,9459,153,0,0,0,,5747736,1,0x7F20:body:base-resref:AGRO:AGRO,0x7F20,body,AGRO,G11,no,no,
AGROG12,data/CREAnim1.bif,0x06300007,FACABDF3C1E7A4EA6B37EBF69674DF1A0E2A6044DAAA2C2D9182C2A4964C6782,5A596DC56DC0942C75B357D89353DAACB02B0ECF5B196A97BC0313AA74ED9C2E,BAMC,V1,ok,,405,54,675,0,1,160,1,120,0,80,0,80,3456225,19200,3438215,18010,205,0,0,0,,14041704,1,0x7F20:body:base-resref:AGRO:AGRO,0x7F20,body,AGRO,G12,no,no,
AGROG13,data/CREAnim1.bif,0x06300008,C18B7B097FE7121DFB7A8BBE9C5D283363C9D2AFCF973296DF385853680ECAAA,CCC71C99D4FA7D4C2E2659FD36360C292509EEA05DE1EB49B0A4927FEDFBF2D7,BAMC,V1,ok,,405,54,675,0,1,160,1,120,0,80,0,80,1037151,19200,1031606,5545,120,0,0,0,,4365408,1,0x7F20:body:base-resref:AGRO:AGRO,0x7F20,body,AGRO,G13,no,no,
AGROG14,data/CREAnim1.bif,0x06300009,07AC69E353A77B31DA7100FAC1BF542341B19865A677FA16BCF45E6EB8523253,BF529FED14A3E5E8EDDB6F2F25293E7FEB1A07861503C88C9D8EE47434F936CD,BAMC,V1,ok,,405,54,675,0,1,160,1,120,0,80,0,80,3110643,19200,3093743,16900,207,0,0,0,,12659376,1,0x7F20:body:base-resref:AGRO:AGRO,0x7F20,body,AGRO,G14,no,no,
AGROG15,data/CREAnim1.bif,0x0630000A,EA80430F85F5FCE4885DD3BC2237FDC1542042DB8A8D6480AF11E030E9570505,C999893F5D31463F0299B25B13E44763373E69593B8DAE793DBEFD9C172253E6,BAMC,V1,ok,,405,54,675,0,1,160,1,120,0,80,0,80,518778,19200,515498,3280,106,0,0,0,,2291916,1,0x7F20:body:base-resref:AGRO:AGRO,0x7F20,body,AGRO,G15,no,no,
AGROG2,data/CREAnim1.bif,0x0630000B,949746442C789F5B51B2F3F4311B6EE9DEA8A900182B2F03EF9BFEBB55EA1D11,26CC3126D963C8FD7F63CBD75E1954DE9E857D07BE1C8BF12BCAAB76796B0968,BAMC,V1,ok,,405,63,405,0,1,18,1,20,0,10,0,13,15222,272,4887,10335,171,0,0,0,,276648,1,0x7F20:body:base-resref:AGRO:AGRO,0x7F20,body,AGRO,G2,no,no,
AGROG21,data/CREAnim1.bif,0x0630000C,95ADD33C841F7922E92BFC47680D42522B3C7219A27280699AE2873322A2BB3D,28ACC6675950341D08E07A46531689C121DE22587E9B57E45A2378AC31F199EF,BAMC,V1,ok,,405,63,405,0,1,18,1,20,0,10,0,13,13978,272,4452,9526,173,0,0,0,,271672,1,0x7F20:body:base-resref:AGRO:AGRO,0x7F20,body,AGRO,G21,no,no,
AGROG22,data/CREAnim1.bif,0x0630000D,9E5B505B8C69F8C513114B8453DBD72C4D9F9F78ACD379049AFE343B87AAEFE2,99CA25399C59DC99C88FF0DA0B417433FBA01FB5429012BB028D775A483D7E19,BAMC,V1,ok,,405,63,405,0,1,18,1,20,0,10,0,13,15698,272,5130,10568,173,0,0,0,,278552,1,0x7F20:body:base-resref:AGRO:AGRO,0x7F20,body,AGRO,G22,no,no,
AGROG23,data/CREAnim1.bif,0x0630000E,960F511D44658C958E8EB781FEC41ED820412FEB2293A159AF0966B172496167,92712D24CE96A3B8275978F23F9992A38A7E20FD56CA6EF3B5E2A17C04A60DBC,BAMC,V1,ok,,405,63,405,0,1,18,1,19,0,10,0,13,5983,209,1859,4124,128,0,0,0,,239692,1,0x7F20:body:base-resref:AGRO:AGRO,0x7F20,body,AGRO,G23,no,no,
AGROG24,data/CREAnim1.bif,0x0630000F,960F511D44658C958E8EB781FEC41ED820412FEB2293A159AF0966B172496167,92712D24CE96A3B8275978F23F9992A38A7E20FD56CA6EF3B5E2A17C04A60DBC,BAMC,V1,ok,,405,63,405,0,1,18,1,19,0,10,0,13,5983,209,1859,4124,128,0,0,0,,239692,1,0x7F20:body:base-resref:AGRO:AGRO,0x7F20,body,AGRO,G24,no,no,
AGROG25,data/CREAnim1.bif,0x06300010,960F511D44658C958E8EB781FEC41ED820412FEB2293A159AF0966B172496167,92712D24CE96A3B8275978F23F9992A38A7E20FD56CA6EF3B5E2A17C04A60DBC,BAMC,V1,ok,,405,63,405,0,1,18,1,19,0,10,0,13,5983,209,1859,4124,128,0,0,0,,239692,1,0x7F20:body:base-resref:AGRO:AGRO,0x7F20,body,AGRO,G25,no,no,
AGROG26,data/CREAnim1.bif,0x06300011,960F511D44658C958E8EB781FEC41ED820412FEB2293A159AF0966B172496167,92712D24CE96A3B8275978F23F9992A38A7E20FD56CA6EF3B5E2A17C04A60DBC,BAMC,V1,ok,,405,63,405,0,1,18,1,19,0,10,0,13,5983,209,1859,4124,128,0,0,0,,239692,1,0x7F20:body:base-resref:AGRO:AGRO,0x7F20,body,AGRO,G26,no,no,
AGULG1,data/CREAnim.bif,0x00600012,8B38FEC4DF97A3D80F7F24CC41F937C33EC3E0AD36051579290FF01A9A192B96,A15BD89ACC8364049E1FE00384A2FA0D59EDB70926FC36CC4393F98E16995FB0,BAMC,V1,ok,,72,18,81,0,17,41,11,27,6,21,21,38,34061,680,23417,10644,82,0,0,0,,174704,1,0xD100:body:base-resref:AGULG1:AGULG1,0xD100,body,AGULG1,,no,no,
AHRSG1,data/CREAnim.bif,0x00600013,70DE86DEE319CE17189CD203C39A2D7E235FEA7DBACE69EB2120FC123CDFD235,1B7F46A24DE535120141541543CC88435BBEC5B016F0D9A735F48672061DF602,BAMC,V1,ok,,22,40,431,0,69,87,56,97,26,45,30,69,131143,8439,79589,51554,228,0,0,0,,538120,1,0xB100:body:base-resref:AHRS:AHRS,0xB100,body,AHRS,G1,no,no,
AHRSG1E,data/CREAnim.bif,0x00600014,BF1FF00C2CB24CBB5AA32F156D4146FDDCEFAE8AFE2255F5D803895E71820759,C5BFEC6449C68C178E7076CB6151653924B754162BC91DE146CC49DBA2F7A8A8,BAMC,V1,ok,,22,40,455,0,68,92,52,92,32,46,22,66,126812,7636,75381,51431,211,0,0,0,,520892,1,0xB100:body:base-resref:AHRS:AHRS,0xB100,body,AHRS,G1E,no,no,
AMOOG1,data/CREAnim.bif,0x00600015,0799877D743724C0D3E810EB8E6E9DF7A0D46C621887E87FBCA33D615F041C5A,8323AEB41794B85665B1FD1172F9A1B38C67CAEE20BC9E25A6BC2A03693D1713,BAMC,V1,ok,,468,54,4338,0,1,111,1,126,0,57,0,88,1493606,11342,817642,675964,221,0,0,0,,6239144,1,0x7F16:body:base-resref:AMOO:AMOO,0x7F16,body,AMOO,G1,no,no,
AMOOG11,data/CREAnim.bif,0x00600016,A984CE180B33948BAE51CF15C0B658D2E5C4D4EE16226855473134527F40D0B3,B6DD27692567C643A440A00225437EBF65D934FF1291A4A7EB91F6863070A115,BAMC,V1,ok,,468,54,4338,0,1,130,1,143,0,54,0,85,1140363,13750,687504,452859,214,0,0,0,,4826172,1,0x7F16:body:base-resref:AMOO:AMOO,0x7F16,body,AMOO,G11,no,no,
AMOOG12,data/CREAnim.bif,0x00600017,0799877D743724C0D3E810EB8E6E9DF7A0D46C621887E87FBCA33D615F041C5A,8323AEB41794B85665B1FD1172F9A1B38C67CAEE20BC9E25A6BC2A03693D1713,BAMC,V1,ok,,468,54,4338,0,1,111,1,126,0,57,0,88,1493606,11342,817642,675964,221,0,0,0,,6239144,1,0x7F16:body:base-resref:AMOO:AMOO,0x7F16,body,AMOO,G12,no,no,
AMOOG13,data/CREAnim.bif,0x00600018,9726EFB1EA81A1E48519DA1B564F6548C9A0E2E44939A76F651EB4BA3DBAF1AC,EB50E8597AE1A9158B99D6AF64B9FE15338C8D14C82DB4DAB76B073E26B65915,BAMC,V1,ok,,468,54,4338,0,1,108,1,125,0,57,0,84,239216,10580,134939,104277,175,0,0,0,,1221584,1,0x7F16:body:base-resref:AMOO:AMOO,0x7F16,body,AMOO,G13,no,no,
AMOOG14,data/CREAnim.bif,0x00600019,8DCC96ED78DA1A1A32A57E4CCFF1D51C5E0B7BD42595218AA984DEAC3025714B,EDA466BF8924F0CEAC05FBFF81F36E466A4D84DE79DC458BA4FC0C7726B222E0,BAMC,V1,ok,,468,54,4338,0,1,119,1,125,0,73,0,86,1507472,11385,830601,676871,243,0,0,0,,6294608,1,0x7F16:body:base-resref:AMOO:AMOO,0x7F16,body,AMOO,G14,no,no,
AMOOG15,data/CREAnim.bif,0x0060001A,B039C6451E224C8447B3E069FC867C3050EC47F19C515DC4D86842A0CAD5CDB6,B83C16996711D6D57983E9D17376A1CA3330074D23218200866ED36CBF0B9BEA,BAMC,V1,ok,,468,54,4338,0,1,111,1,90,0,53,0,49,136066,8652,71657,64409,195,0,0,0,,808984,1,0x7F16:body:base-resref:AMOO:AMOO,0x7F16,body,AMOO,G15,no,no,
AMOOG2,data/CREAnim.bif,0x0060001B,C53FD67646408A62A5E02FC6B8AB11CDC36B997957F7C1D2BA443594F83DE43F,F807F01D2FB0A622826D2ADD05463BED887AA45B55BE10B4CE9775D0977E1BB5,BAMC,V1,ok,,45,55,1082,0,62,105,97,126,26,52,66,88,429679,11021,244268,185411,255,0,0,0,,1747072,1,0x7F16:body:base-resref:AMOO:AMOO,0x7F16,body,AMOO,G2,no,no,
AMOOG21,data/CREAnim.bif,0x0060001C,C53FD67646408A62A5E02FC6B8AB11CDC36B997957F7C1D2BA443594F83DE43F,F807F01D2FB0A622826D2ADD05463BED887AA45B55BE10B4CE9775D0977E1BB5,BAMC,V1,ok,,45,55,1082,0,62,105,97,126,26,52,66,88,429679,11021,244268,185411,255,0,0,0,,1747072,1,0x7F16:body:base-resref:AMOO:AMOO,0x7F16,body,AMOO,G21,no,no,
AMOOG22,data/CREAnim.bif,0x0060001D,C53FD67646408A62A5E02FC6B8AB11CDC36B997957F7C1D2BA443594F83DE43F,F807F01D2FB0A622826D2ADD05463BED887AA45B55BE10B4CE9775D0977E1BB5,BAMC,V1,ok,,45,55,1082,0,62,105,97,126,26,52,66,88,429679,11021,244268,185411,255,0,0,0,,1747072,1,0x7F16:body:base-resref:AMOO:AMOO,0x7F16,body,AMOO,G22,no,no,
AMOOG23,data/CREAnim.bif,0x0060001E,C53FD67646408A62A5E02FC6B8AB11CDC36B997957F7C1D2BA443594F83DE43F,F807F01D2FB0A622826D2ADD05463BED887AA45B55BE10B4CE9775D0977E1BB5,BAMC,V1,ok,,45,55,1082,0,62,105,97,126,26,52,66,88,429679,11021,244268,185411,255,0,0,0,,1747072,1,0x7F16:body:base-resref:AMOO:AMOO,0x7F16,body,AMOO,G23,no,no,
AMOOG24,data/CREAnim.bif,0x0060001F,82B3606802FA0252CFE314B4242C39811910F9DBD759041BF3F557D44428D04F,66021D2660D535823EA90AE94FDB0A87C07D9BD86AAFB696E4C41E580B68B5E2,BAMC,V1,ok,,45,55,1082,0,1,105,1,126,0,52,0,88,390818,11021,221922,168896,255,0,0,0,,1591628,1,0x7F16:body:base-resref:AMOO:AMOO,0x7F16,body,AMOO,G24,no,no,
AMOOG25,data/CREAnim.bif,0x00600020,C53FD67646408A62A5E02FC6B8AB11CDC36B997957F7C1D2BA443594F83DE43F,F807F01D2FB0A622826D2ADD05463BED887AA45B55BE10B4CE9775D0977E1BB5,BAMC,V1,ok,,45,55,1082,0,62,105,97,126,26,52,66,88,429679,11021,244268,185411,255,0,0,0,,1747072,1,0x7F16:body:base-resref:AMOO:AMOO,0x7F16,body,AMOO,G25,no,no,
AMOOG26,data/CREAnim.bif,0x00600021,C53FD67646408A62A5E02FC6B8AB11CDC36B997957F7C1D2BA443594F83DE43F,F807F01D2FB0A622826D2ADD05463BED887AA45B55BE10B4CE9775D0977E1BB5,BAMC,V1,ok,,45,55,1082,0,62,105,97,126,26,52,66,88,429679,11021,244268,185411,255,0,0,0,,1747072,1,0x7F16:body:base-resref:AMOO:AMOO,0x7F16,body,AMOO,G26,no,no,
APHEG1,data/CREAnim.bif,0x00600022,D99C6B6D6E6EC4F7E07430C61AD8487448DFB92D24A15B426BD0AD0E4D1F6A3A,FE807F0193404F8BED8C56966F1FC1AC5BB925CF23F2E4853BA7F361365EB0FE,BAMC,V1,ok,,450,54,747,0,1,31,1,34,0,18,0,20,18186,609,10573,7613,58,0,0,0,,313596,1,0x7F21:body:base-resref:APHE:APHE,0x7F21,body,APHE,G1,no,no,
APHEG11,data/CREAnim.bif,0x00600023,2DA516B01A36529D67CCBA334878712DC734DEC35F8F37D61FBE537940FEA458,929C6BE83FEB4A9CA23D1629C513761EE5068FD60054A30CFBE8EC94A89DD08A,BAMC,V1,ok,,450,54,747,0,1,34,1,35,0,18,0,21,15098,1122,10068,5030,52,0,0,0,,301244,1,0x7F21:body:base-resref:APHE:APHE,0x7F21,body,APHE,G11,no,no,
APHEG12,data/CREAnim.bif,0x00600024,DFBE1BC72113B81B8A9B62F490F09B63C8F2108646FE99832C8A9CD8DE73F295,3A7518A3BF61883A6D9C41FB93FCB514CA3C5344BDEDFB755F20670452F9C29A,BAMC,V1,ok,,450,54,747,0,1,33,1,34,0,18,0,20,76786,616,46039,30747,71,0,0,0,,547996,1,0x7F21:body:base-resref:APHE:APHE,0x7F21,body,APHE,G12,no,no,
APHEG13,data/CREAnim.bif,0x00600025,B1DD73F3F6001A8A4F94120751B4844638377914FC9F41C0ED90646AC74A9F80,1F4790011B5E966E307B88BDA253596739C978EE639EE5928BB57268D57A3A2E,BAMC,V1,ok,,450,54,747,0,1,32,1,36,0,18,0,25,42372,1152,27784,14588,66,0,0,0,,410340,1,0x7F21:body:base-resref:APHE:APHE,0x7F21,body,APHE,G13,no,no,
APHEG14,data/CREAnim.bif,0x00600026,A02B7C1459B8541451708112BB1A7B9C942D3EBD0B932390332AE5135467924C,4EDF6B76545D4218EFFE9ED7CB1FCBB3112EA7AC6FB66C0E1DF3C51B6B98F8A3,BAMC,V1,ok,,450,54,747,0,1,33,1,36,0,18,0,25,86762,1152,55369,31393,176,0,0,0,,587900,1,0x7F21:body:base-resref:APHE:APHE,0x7F21,body,APHE,G14,no,no,
APHEG15,data/CREAnim.bif,0x00600027,73AEE5F8E258DEE225E3701F26FF206D703ACAFF59EAC0D106DCFED4BBC3887D,689260B4E3CF833BDA7D053FAE349B449B6FA23DF6E53BD6C16D2C88602003DF,BAMC,V1,ok,,450,54,747,0,1,28,1,22,0,17,0,11,7046,462,3977,3069,129,0,0,0,,269036,1,0x7F21:body:base-resref:APHE:APHE,0x7F21,body,APHE,G15,no,no,
APHEG2,data/CREAnim.bif,0x00600028,BC4F4E8A60D8A44910611592765CEE8134AE3DB65FA5764A42A4B388A9D0140E,3CF09A8EED4800002C556811BBA4C0167F5FDCC22728DADF676617B1D54BD099,BAMC,V1,ok,,405,63,648,0,1,32,1,33,0,17,0,24,29385,868,17472,11913,60,0,0,0,,334272,1,0x7F21:body:base-resref:APHE:APHE,0x7F21,body,APHE,G2,no,no,
APHEG21,data/CREAnim.bif,0x00600029,BC4F4E8A60D8A44910611592765CEE8134AE3DB65FA5764A42A4B388A9D0140E,3CF09A8EED4800002C556811BBA4C0167F5FDCC22728DADF676617B1D54BD099,BAMC,V1,ok,,405,63,648,0,1,32,1,33,0,17,0,24,29385,868,17472,11913,60,0,0,0,,334272,1,0x7F21:body:base-resref:APHE:APHE,0x7F21,body,APHE,G21,no,no,
APHEG22,data/CREAnim.bif,0x0060002A,BC4F4E8A60D8A44910611592765CEE8134AE3DB65FA5764A42A4B388A9D0140E,3CF09A8EED4800002C556811BBA4C0167F5FDCC22728DADF676617B1D54BD099,BAMC,V1,ok,,405,63,648,0,1,32,1,33,0,17,0,24,29385,868,17472,11913,60,0,0,0,,334272,1,0x7F21:body:base-resref:APHE:APHE,0x7F21,body,APHE,G22,no,no,
APHEG23,data/CREAnim.bif,0x0060002B,BC4F4E8A60D8A44910611592765CEE8134AE3DB65FA5764A42A4B388A9D0140E,3CF09A8EED4800002C556811BBA4C0167F5FDCC22728DADF676617B1D54BD099,BAMC,V1,ok,,405,63,648,0,1,32,1,33,0,17,0,24,29385,868,17472,11913,60,0,0,0,,334272,1,0x7F21:body:base-resref:APHE:APHE,0x7F21,body,APHE,G23,no,no,
