asset_key,domain,asset_type,resref,bam_container,bam_version,frame_count,cycle_count,source_bif,locator,source_size,source_sha256,extracted_path
supplemental:effects:misc-animation-bam:0202A,effects,misc-animation-bam,0202A,BAMC,V1,9,1,data/MISCAnim.bif,0x01300000,265056,10044B8F674700577B2B29B58538E190EDF95CF586049922BE60225051C55506,graphics/source/effects/0202A.bam
supplemental:ui:ui-bam:25MAPIC,ui,ui-bam,25MAPIC,BAM,V2,651,19,data/25GuiBam.bif,0x08F00000,31468,5D67EF642B05365B91B8980F9316DB3279414DECD2413EFBAF3871D7EF4B1256,graphics/source/ui/25MAPIC.bam
supplemental:effects:spell-animation-bam:ACIDDTH,effects,spell-animation-bam,ACIDDTH,BAM,V1,63,2,data/SPELAnim.bif,0x01500001,18750,1B25F6AC0161A7059D025F1BBC56855BADA5B7B8B9B89DE0210522D05058D512,graphics/source/effects/ACIDDTH.bam
supplemental:effects:misc-animation-bam:AM0021A,effects,misc-animation-bam,AM0021A,BAMC,V1,9,1,data/MISCAnim.bif,0x01300001,176317,2FBF9E54929E529B07B80A1E5A3B726F2017BF4E70DA18F8DB26EBE248652BEF,graphics/source/effects/AM0021A.bam
supplemental:effects:misc-animation-bam:AM0202AT,effects,misc-animation-bam,AM0202AT,BAMC,V1,6,1,data/MISCAnim.bif,0x01300005,158047,DD782D98DB38EC77AEE4DC2919A71FFC471FD327002AAC3D436846844161D16A,graphics/source/effects/AM0202AT.bam
supplemental:effects:misc-animation-bam:AM0404A,effects,misc-animation-bam,AM0404A,BAMC,V1,9,1,data/MISCAnim.bif,0x01300013,77815,68CEBA9B21F1598124B69667021145BB7CE02788B6B51ECD20F5E664890ABC1C,graphics/source/effects/AM0404A.bam
supplemental:effects:misc-animation-bam:AM0404B,effects,misc-animation-bam,AM0404B,BAMC,V1,9,1,data/MISCAnim.bif,0x01300014,88103,FAFB57042CBEB102530C66FFE149E2A97206ED240242BB16445EC0E0FDFFE9DB,graphics/source/effects/AM0404B.bam
supplemental:effects:misc-animation-bam:AM0411A,effects,misc-animation-bam,AM0411A,BAMC,V1,7,1,data/MISCAnim.bif,0x01300017,253081,F23649664BFC0BD2A4D41285FE7A72D200E78B936EA8653C1C3B772DCD02C3E2,graphics/source/effects/AM0411A.bam
supplemental:effects:misc-animation-bam:AM0411B,effects,misc-animation-bam,AM0411B,BAMC,V1,7,1,data/MISCAnim.bif,0x01300018,281018,F0538C96A5847D305AB55D270BC349B6A9DD04552A587F432C69CB182A6DD50A,graphics/source/effects/AM0411B.bam
supplemental:effects:misc-animation-bam:AM0411B1,effects,misc-animation-bam,AM0411B1,BAMC,V1,7,1,data/MISCAnim.bif,0x01300019,162608,9835E76F02337A4F6A646CD006B0B16034D43EF05D877E6124DAF29AA94A0BE1,graphics/source/effects/AM0411B1.bam
supplemental:effects:misc-animation-bam:AM0411B2,effects,misc-animation-bam,AM0411B2,BAMC,V1,7,1,data/MISCAnim.bif,0x0130001A,160385,6D9692340EAD8718B00C647158F345695ABB005910BEC2DB6AF5EF0D924CA4E4,graphics/source/effects/AM0411B2.bam
supplemental:effects:misc-animation-bam:AM0603D4,effects,misc-animation-bam,AM0603D4,BAMC,V1,6,1,data/MISCAnim.bif,0x01300038,9243,DDE14A183239B4E29D89765E279489AD1BDA53452F6B3F950B3EF16F593880A6,graphics/source/effects/AM0603D4.bam
supplemental:effects:misc-animation-bam:AM0902L1,effects,misc-animation-bam,AM0902L1,BAMC,V1,8,1,data/MISCAnim.bif,0x0130004A,122614,AE0104BBEFC46FBC77B9CD46C5D1049BF20EC3B215290BB87D9E0C417ACE29EB,graphics/source/effects/AM0902L1.bam
supplemental:effects:misc-animation-bam:AM0902L2,effects,misc-animation-bam,AM0902L2,BAMC,V1,8,1,data/MISCAnim.bif,0x0130004B,52266,95BE65AA6E9C7F003FFA170643498C3E16638CB5C74958D984BE0066CF9711ED,graphics/source/effects/AM0902L2.bam
supplemental:effects:misc-animation-bam:AM0902L3,effects,misc-animation-bam,AM0902L3,BAMC,V1,8,1,data/MISCAnim.bif,0x0130004C,107371,88C752A0765B9D526443D8194648B23991E43C8E4786737F16727488252760CB,graphics/source/effects/AM0902L3.bam
supplemental:effects:misc-animation-bam:AM0902L4,effects,misc-animation-bam,AM0902L4,BAMC,V1,8,1,data/MISCAnim.bif,0x0130004D,90755,D88D4579F452673F305D171AC9F138AC6D5F74F4388BBB7DABE2676AB70BC368,graphics/source/effects/AM0902L4.bam
supplemental:effects:misc-animation-bam:AM2000A1,effects,misc-animation-bam,AM2000A1,BAMC,V1,7,1,data/MISCAnim.bif,0x0130005B,53094,AE49E90264F6331568BBD867C3C1D8821358D5CC8EBFCFBF8D522AD6D100ED4F,graphics/source/effects/AM2000A1.bam
supplemental:effects:misc-animation-bam:AM2000A2,effects,misc-animation-bam,AM2000A2,BAMC,V1,7,1,data/MISCAnim.bif,0x0130005C,51315,8CD188033E65CEC7EBEF9355733FD6116B9237DF1A46CB1ABB53E2FC7981F849,graphics/source/effects/AM2000A2.bam
supplemental:effects:misc-animation-bam:AM2000A3,effects,misc-animation-bam,AM2000A3,BAMC,V1,7,1,data/MISCAnim.bif,0x0130005D,82795,C255B419DD6D9B719A2DF0931453693769A71858473817BAE1C2B48B5853607E,graphics/source/effects/AM2000A3.bam
supplemental:effects:misc-animation-bam:AM2000A4,effects,misc-animation-bam,AM2000A4,BAMC,V1,7,1,data/MISCAnim.bif,0x0130005E,80044,461C11AB9973F2591D4CDEF5820D2D5BD39D1AEE0F32468EFCF63EE59A8D9D3B,graphics/source/effects/AM2000A4.bam
supplemental:effects:misc-animation-bam:AM2000B1,effects,misc-animation-bam,AM2000B1,BAMC,V1,7,1,data/MISCAnim.bif,0x01300060,51527,3AAE4C40D3CE13DA93156FB83EAF4362A8A959A99928A73600ACA8E36A061651,graphics/source/effects/AM2000B1.bam
supplemental:effects:misc-animation-bam:AM2000B2,effects,misc-animation-bam,AM2000B2,BAMC,V1,7,1,data/MISCAnim.bif,0x01300061,53453,AB4F5F6C3180F2F394F0902792AD5236BD1D0583B2B7E1F3452621409FCF4A9E,graphics/source/effects/AM2000B2.bam
supplemental:effects:misc-animation-bam:AM2000B3,effects,misc-animation-bam,AM2000B3,BAMC,V1,7,1,data/MISCAnim.bif,0x01300062,81353,8680118490C903E1AC51D3034EE4E52481D7D7600E2434491C91C334049DC19B,graphics/source/effects/AM2000B3.bam
supplemental:effects:misc-animation-bam:AM2000B4,effects,misc-animation-bam,AM2000B4,BAMC,V1,7,1,data/MISCAnim.bif,0x01300063,80972,EEC224BC8F744FB402F29B931CEF4BB273A2D5AEF5F7B2112CC7CAD44305A148,graphics/source/effects/AM2000B4.bam
supplemental:effects:misc-animation-bam:AM3000G,effects,misc-animation-bam,AM3000G,BAMC,V1,8,1,data/25MiscAn.bif,0x09B00002,43232,0D53F5A0A385B24EEE610E1918F79F5C55411FD83DADECA88C2B8856916D75CF,graphics/source/effects/AM3000G.bam
supplemental:effects:misc-animation-bam:AM307TT2,effects,misc-animation-bam,AM307TT2,BAMC,V1,5,1,data/MISCAnim.bif,0x01300072,11199,D11E114C218BACBAF301E5EF2593B2340AB4DA80DCF93E996D97D8CE6A8AF6AF,graphics/source/effects/AM307TT2.bam
supplemental:effects:misc-animation-bam:AM307TT3,effects,misc-animation-bam,AM307TT3,BAMC,V1,5,1,data/MISCAnim.bif,0x01300073,9504,02DBEEABFA0B7601B74D1448506371999D9BB37B1ADC29C58142B740AF97B702,graphics/source/effects/AM307TT3.bam
supplemental:effects:misc-animation-bam:AM60406B,effects,misc-animation-bam,AM60406B,BAMC,V1,9,1,data/MISCAnim.bif,0x0130007B,130069,9CC5F2027DFCDF0ACC91CD1A96925FF9A377638CF9781F9D34FA17CA044B9367,graphics/source/effects/AM60406B.bam
supplemental:effects:misc-animation-bam:AM6200C,effects,misc-animation-bam,AM6200C,BAMC,V1,9,1,data/25MiscAn.bif,0x09B00042,198914,E5668DEF1724800230CE23F169138195668C32A26A6E1003D3CED3DC1E21BE2D,graphics/source/effects/AM6200C.bam
supplemental:effects:misc-animation-bam:AM6200D,effects,misc-animation-bam,AM6200D,BAMC,V1,9,1,data/25MiscAn.bif,0x09B00043,182685,5C87B445DF0179AF77E0BD58E47113F7AECB64C1CA865E0DD903526E12427271,graphics/source/effects/AM6200D.bam
supplemental:effects:misc-animation-bam:AMDEMGT,effects,misc-animation-bam,AMDEMGT,BAMC,V1,42,2,data/25MiscAn.bif,0x09B0004A,405058,51382DACD59F0AF394C1B3F33A2FB37199B4B96F904006EB4F9C7AD72FD017A6,graphics/source/effects/AMDEMGT.bam
supplemental:sprites:object-animation-bam:ARROCK,sprites,object-animation-bam,ARROCK,BAMC,V1,1,1,data/OBJAnim.bif,0x00200001,706,8F0B07F583B563F73B8807FBE1353F6F03AB0CC2675147693929CD9B6C2CBB01,graphics/source/sprites/ARROCK.bam
supplemental:effects:spell-animation-bam:BLOODCR,effects,spell-animation-bam,BLOODCR,BAMC,V1,6,1,data/SPELAnim.bif,0x01500002,1679,7C00A722C57C68F49C02478A1201A9ACB66000C6D047B0D230B70BA0A0EE254D,graphics/source/effects/BLOODCR.bam
supplemental:effects:spell-animation-bam:BLOODL,effects,spell-animation-bam,BLOODL,BAMC,V1,13,1,data/SPELAnim.bif,0x01500003,2035,D961D83152B32B8650BA214AA81ABA3C5F49D7689E8C2F252EF1F86B767CF5B2,graphics/source/effects/BLOODL.bam
supplemental:effects:spell-animation-bam:BLOODM,effects,spell-animation-bam,BLOODM,BAMC,V1,13,1,data/SPELAnim.bif,0x01500004,1729,48E557BF9147E4F25773734856417E86308C9136A0C2FFAF2C189F1D352C271D,graphics/source/effects/BLOODM.bam
supplemental:effects:spell-animation-bam:BLOODS,effects,spell-animation-bam,BLOODS,BAMC,V1,8,1,data/SPELAnim.bif,0x01500005,1030,A07239692AB630D339EC881384306A841FC092CC67BBA30027E053744E3D8693,graphics/source/effects/BLOODS.bam
supplemental:effects:misc-animation-bam:BUBBLES1,effects,misc-animation-bam,BUBBLES1,BAMC,V1,8,5,data/MISCAnim.bif,0x01300081,2266,A7EBBBBEDC4557983C1093701E5443854710A797AC546210C6B8D2CA2AFA781E,graphics/source/effects/BUBBLES1.bam
supplemental:effects:misc-animation-bam:BUBLES,effects,misc-animation-bam,BUBLES,BAMC,V1,108,1,data/MISCAnim.bif,0x01300083,19134,F0E5D0CA21B2D6C5A8FB20D3B89160A191D938F501379AD31E568DF281BA3976,graphics/source/effects/BUBLES.bam
supplemental:effects:spell-animation-bam:BURNHAND,effects,spell-animation-bam,BURNHAND,BAMC,V1,30,5,data/SPELAnim.bif,0x01500006,19099,D841B2357874FF46621F3FDFDAC9C71A7597DE2D60734BF16F6A4A17FD7D62CB,graphics/source/effects/BURNHAND.bam
supplemental:effects:misc-animation-bam:DEMB1A1,effects,misc-animation-bam,DEMB1A1,BAMC,V1,135,9,data/MISCAnim.bif,0x01300085,57341,E181EF6A8C8A3703742FDDDDE866705D92404F290665EB562375667D2D9D32A3,graphics/source/effects/DEMB1A1.bam
supplemental:effects:misc-animation-bam:DEMB1A2,effects,misc-animation-bam,DEMB1A2,BAMC,V1,135,9,data/MISCAnim.bif,0x01300086,54121,C8E2E17FEF2ED58A0F41A2788C74182E8EC59ADA1E1256B549CF86EAB16479CF,graphics/source/effects/DEMB1A2.bam
supplemental:effects:misc-animation-bam:DEMB1A3,effects,misc-animation-bam,DEMB1A3,BAMC,V1,135,9,data/MISCAnim.bif,0x01300087,58378,F058BF5EDEB530C39CD06A19B20A8EC341986757B40F0D7ED02A20F880138A1B,graphics/source/effects/DEMB1A3.bam
supplemental:effects:misc-animation-bam:DEMB1A4,effects,misc-animation-bam,DEMB1A4,BAMC,V1,135,9,data/MISCAnim.bif,0x01300088,56362,C43EA0FBF1889130CCF670A88C1FA69A974E45AE760DC6483B6DC8177DDCDF13,graphics/source/effects/DEMB1A4.bam
supplemental:effects:misc-animation-bam:DEMB1A5,effects,misc-animation-bam,DEMB1A5,BAMC,V1,135,9,data/MISCAnim.bif,0x01300089,56812,4D6F5C0C950E41CBA99AC7619A61F9EB0BF0440602103F7C773F22E82D850A1C,graphics/source/effects/DEMB1A5.bam
supplemental:effects:misc-animation-bam:DEMB1A6,effects,misc-animation-bam,DEMB1A6,BAMC,V1,126,9,data/MISCAnim.bif,0x0130008A,48097,E89AF389CE92EB3649F9B5B56AF508474EA6BBC1E51BE74DA1D58C3E0CF1C151,graphics/source/effects/DEMB1A6.bam
supplemental:effects:misc-animation-bam:DEMB1A7,effects,misc-animation-bam,DEMB1A7,BAMC,V1,135,9,data/MISCAnim.bif,0x0130008B,56061,FC8A87EA74FAE133E12715BF1558DDD85AAC45C5E9EECBA0BF1C8E4DC2A3874C,graphics/source/effects/DEMB1A7.bam
supplemental:effects:misc-animation-bam:DEMB1A8,effects,misc-animation-bam,DEMB1A8,BAMC,V1,135,9,data/MISCAnim.bif,0x0130008C,57241,391EC0A6F499B04E0AE1688A2F38F1EA829B7719162F683BA3768E950352AD64,graphics/source/effects/DEMB1A8.bam
supplemental:effects:misc-animation-bam:DEMB1A9,effects,misc-animation-bam,DEMB1A9,BAMC,V1,135,9,data/MISCAnim.bif,0x0130008D,56061,FC8A87EA74FAE133E12715BF1558DDD85AAC45C5E9EECBA0BF1C8E4DC2A3874C,graphics/source/effects/DEMB1A9.bam
supplemental:effects:misc-animation-bam:DEMB1CA,effects,misc-animation-bam,DEMB1CA,BAMC,V1,270,72,data/MISCAnim.bif,0x0130008E,114790,E935F5FDCDD85857F75E6617970710556BE8352497945BAF6284C70D038CD27B,graphics/source/effects/DEMB1CA.bam
supplemental:effects:misc-animation-bam:DEMB1G1,effects,misc-animation-bam,DEMB1G1,BAMC,V1,846,99,data/MISCAnim.bif,0x0130008F,319766,77BDC70FF4C7AA9A7F08FC34F978D4DD4CC2CB439286B8D1F29C47EB96FC31D0,graphics/source/effects/DEMB1G1.bam
supplemental:effects:misc-animation-bam:DSTDVL2A,effects,misc-animation-bam,DSTDVL2A,BAMC,V1,18,1,data/MISCAnim.bif,0x01300093,55866,C1D754E64CC7D9669516586741F36D0E802F34BCB811026CA7D76F90B29EA432,graphics/source/effects/DSTDVL2A.bam
supplemental:effects:misc-animation-bam:DUST,effects,misc-animation-bam,DUST,BAMC,V1,30,1,data/MISCAnim.bif,0x01300096,9164,3E38053E8C2D1EA23C6FE926EAB61C3469BCA6DC24108C4781B85E4FBE3E5898,graphics/source/effects/DUST.bam
supplemental:effects:spell-animation-bam:EXPLODE,effects,spell-animation-bam,EXPLODE,BAMC,V1,12,1,data/SPELAnim.bif,0x01500007,20660,2A6B43BC61CDD631506EC048F06DB7EE2F9CAD609E2B6A4EE731C8A8F4B559CC,graphics/source/effects/EXPLODE.bam
supplemental:effects:misc-animation-bam:FALLMIST,effects,misc-animation-bam,FALLMIST,BAMC,V1,9,1,data/MISCAnim.bif,0x013000A3,7405,941413E7B7E05C73AEE9AA24E460B4BE5CD2AD49EE822420C20E3C25F67F541A,graphics/source/effects/FALLMIST.bam
supplemental:effects:misc-animation-bam:FIM1YEL,effects,misc-animation-bam,FIM1YEL,BAMC,V1,16,1,data/MISCAnim.bif,0x013000A4,2820,61B334077D4CDDB6A575DC1332305754E3EE004FDE8171CC7E77C59ABAF132D7,graphics/source/effects/FIM1YEL.bam
supplemental:effects:misc-animation-bam:FIM2YEL,effects,misc-animation-bam,FIM2YEL,BAMC,V1,16,1,data/MISCAnim.bif,0x013000A5,4749,ABE89FABA2279D9E3913041DDAE0BBE122EB6168AEA3FE84C5C6DC088C843BC0,graphics/source/effects/FIM2YEL.bam
supplemental:effects:misc-animation-bam:FIRE_1B,effects,misc-animation-bam,FIRE_1B,BAMC,V1,15,5,data/MISCAnim.bif,0x013000A7,9521,1E4E99E9339DB3E68AD592BECC24D6BE8D004F5EC42B8441BD57851EF599192C,graphics/source/effects/FIRE_1B.bam
supplemental:effects:misc-animation-bam:FIRE_1C,effects,misc-animation-bam,FIRE_1C,BAMC,V1,15,5,data/MISCAnim.bif,0x013000A8,11883,E5B94689788F120DF584475E636299D7BAE5FE05FE68A39A1EC9143AA3B91407,graphics/source/effects/FIRE_1C.bam
supplemental:effects:misc-animation-bam:FIRE_1GR,effects,misc-animation-bam,FIRE_1GR,BAMC,V1,15,5,data/MISCAnim.bif,0x013000A9,19351,F577EFB33F7F2A087C897EE34D964BB5E522530C88C238B0A9FE3EB90011B411,graphics/source/effects/FIRE_1GR.bam
supplemental:effects:misc-animation-bam:FIRE_1GS,effects,misc-animation-bam,FIRE_1GS,BAMC,V1,15,5,data/MISCAnim.bif,0x013000AA,19461,E9B93E1012676A49C81AEC701598DB6D597BAD4675B7E4AAAB11C9765208BF54,graphics/source/effects/FIRE_1GS.bam
supplemental:effects:misc-animation-bam:FIRE_2,effects,misc-animation-bam,FIRE_2,BAMC,V1,16,5,data/MISCAnim.bif,0x013000AB,29816,694578D328B896E2FB614261B33E605324C4642CCA61FD57030903E3BD70C4EA,graphics/source/effects/FIRE_2.bam
supplemental:effects:misc-animation-bam:FIRE_2A,effects,misc-animation-bam,FIRE_2A,BAMC,V1,16,5,data/MISCAnim.bif,0x013000AC,29639,1504D75A99F317AD01ED80F97B7A247AF2F27BD4F657EDBC8600FA5206996890,graphics/source/effects/FIRE_2A.bam
supplemental:effects:misc-animation-bam:FIRE_4BL,effects,misc-animation-bam,FIRE_4BL,BAMC,V1,14,5,data/MISCAnim.bif,0x013000B2,4787,4A32D607DB4FA6848D9169D006274076E759D51B5327034BC8F02767A18D8A41,graphics/source/effects/FIRE_4BL.bam
supplemental:effects:misc-animation-bam:FIRE_4G2,effects,misc-animation-bam,FIRE_4G2,BAMC,V1,14,5,data/MISCAnim.bif,0x013000B3,5024,BC0CAC6A475740EF429846B3F3F5F5D42311A3D4D688C7EC3FAEC408F5E771FB,graphics/source/effects/FIRE_4G2.bam
supplemental:effects:misc-animation-bam:FIRE_4GR,effects,misc-animation-bam,FIRE_4GR,BAMC,V1,14,5,data/MISCAnim.bif,0x013000B4,4790,AA479EC1AC4082EF9A92664D66DE91C393B956CD71796B248BAC09B597EEC852,graphics/source/effects/FIRE_4GR.bam
supplemental:effects:misc-animation-bam:FISH4SA,effects,misc-animation-bam,FISH4SA,BAMC,V1,18,1,data/MISCAnim.bif,0x013000BC,1708,EF4B33129581D3BAD02FF5A3EF5447D1696D2C659DE282F90A81A43098E858BB,graphics/source/effects/FISH4SA.bam
supplemental:effects:misc-animation-bam:FISH4SB,effects,misc-animation-bam,FISH4SB,BAMC,V1,18,1,data/MISCAnim.bif,0x013000BD,1712,5C00A22B03B5D4AFD09686E6FA58FB824E43E24472E42F848419A970A77111BD,graphics/source/effects/FISH4SB.bam
supplemental:effects:misc-animation-bam:FISH4SC,effects,misc-animation-bam,FISH4SC,BAMC,V1,18,1,data/MISCAnim.bif,0x013000BE,1714,B90C30139A6B0913A88F7AF137986638024F5F84A1EC7FB545D3CD9D17C35E79,graphics/source/effects/FISH4SC.bam
supplemental:effects:misc-animation-bam:FISH5SA,effects,misc-animation-bam,FISH5SA,BAMC,V1,18,1,data/MISCAnim.bif,0x013000BF,1864,8CA635FC09AD1DB90C250E08AC377059C06F2082462BB742B1780852546D8DA1,graphics/source/effects/FISH5SA.bam
supplemental:effects:misc-animation-bam:FISH5SB,effects,misc-animation-bam,FISH5SB,BAMC,V1,18,1,data/MISCAnim.bif,0x013000C0,1866,42EE584886D391DF85EAE6A0FA5A033AA65C5029471878A26707273A69345703,graphics/source/effects/FISH5SB.bam
supplemental:effects:misc-animation-bam:FISH5SC,effects,misc-animation-bam,FISH5SC,BAMC,V1,18,1,data/MISCAnim.bif,0x013000C1,1866,FFD5C9F0DC1C8EA1EE1E2057C8C33602BC7CB1DC2E8B293098A6484738B4FC6A,graphics/source/effects/FISH5SC.bam
supplemental:effects:misc-animation-bam:FISM1YEL,effects,misc-animation-bam,FISM1YEL,BAMC,V1,10,1,data/MISCAnim.bif,0x013000C2,1383,91D7B4ED849CFECA27FDB7BCA589458D1F05904E641E95EF7681D8AE5902C3A7,graphics/source/effects/FISM1YEL.bam
supplemental:effects:misc-animation-bam:FLLGBLU,effects,misc-animation-bam,FLLGBLU,BAMC,V1,16,1,data/MISCAnim.bif,0x013000C8,15181,FCB32862194CFD9151FF081E459831893FFDC140AD3AABD97C7E8C6714A4B68F,graphics/source/effects/FLLGBLU.bam
supplemental:effects:misc-animation-bam:FLLGBLUE,effects,misc-animation-bam,FLLGBLUE,BAMC,V1,16,1,data/MISCAnim.bif,0x013000C9,8215,65F3226FF563D4B8B540E0B4FDFA2F9BF57C5E07602FB80309936327F17CE2CE,graphics/source/effects/FLLGBLUE.bam
supplemental:effects:misc-animation-bam:FLLGRED,effects,misc-animation-bam,FLLGRED,BAMC,V1,16,1,data/MISCAnim.bif,0x013000CA,7845,7966CFDD36CB49AC70A99B9B4143365A48E23CF0DDCFAD65F2F72549C2B314BF,graphics/source/effects/FLLGRED.bam
supplemental:effects:misc-animation-bam:FLM1PUR,effects,misc-animation-bam,FLM1PUR,BAMC,V1,16,1,data/MISCAnim.bif,0x013000CB,4580,2C41BC027BF4DAC2189455C4004A8E8B1D690E213327F1BC279378C0A563A87C,graphics/source/effects/FLM1PUR.bam
supplemental:effects:misc-animation-bam:FLM1RED,effects,misc-animation-bam,FLM1RED,BAMC,V1,16,1,data/MISCAnim.bif,0x013000CC,2423,5F0D479BBB96946D19E9C9436F5828CEF85A01F1104F5C2733030F3D3EC2B503,graphics/source/effects/FLM1RED.bam
supplemental:effects:misc-animation-bam:FLM2RED,effects,misc-animation-bam,FLM2RED,BAMC,V1,16,1,data/MISCAnim.bif,0x013000CE,4098,8A0ACA453DF888FDA0530F02420EB9C4DDA4F7D5791CDC5BD6D4081088E14FA5,graphics/source/effects/FLM2RED.bam
supplemental:effects:misc-animation-bam:FLMDBLU,effects,misc-animation-bam,FLMDBLU,BAMC,V1,16,1,data/MISCAnim.bif,0x013000CF,3747,B8506C448A7AF9C17E5AB5EB46E21F0D281B51D174789D4573D1DE9BB5E3EDEB,graphics/source/effects/FLMDBLU.bam
supplemental:effects:spell-animation-bam:FLML,effects,spell-animation-bam,FLML,BAMC,V1,6,1,data/SPELAnim.bif,0x0150000A,955,08247D3823959477A2E775551A15F08ECB267C1440898B42367D4382A736E4FC,graphics/source/effects/FLML.bam
supplemental:effects:misc-animation-bam:FLSM1PUR,effects,misc-animation-bam,FLSM1PUR,BAMC,V1,10,1,data/MISCAnim.bif,0x013000D0,1511,43549E1F6AE6F2EB48E57478EEE0C80D2CCF36559AB1D38BF53B6087D7A966E7,graphics/source/effects/FLSM1PUR.bam
supplemental:effects:misc-animation-bam:FLSM1RED,effects,misc-animation-bam,FLSM1RED,BAMC,V1,10,1,data/MISCAnim.bif,0x013000D1,800,4B5F1E6D5C38250D073B7BDD87EC22BF6D261494900A5C9513543A0EBE9DA4FB,graphics/source/effects/FLSM1RED.bam
supplemental:effects:misc-animation-bam:FOUNT2,effects,misc-animation-bam,FOUNT2,BAMC,V1,6,1,data/MISCAnim.bif,0x013000D3,12581,BE60C9DDCCEDD56141C9E4656605CF8543750FC40E07F4B259D46F43D12C2E45,graphics/source/effects/FOUNT2.bam
supplemental:effects:misc-animation-bam:FOUNTN,effects,misc-animation-bam,FOUNTN,BAMC,V1,18,1,data/MISCAnim.bif,0x013000D4,41797,F2FC559016B6B6E091C552B8F5731337EBA3D692EFDB27AFF6BED723518EF2DD,graphics/source/effects/FOUNTN.bam
supplemental:ui:ui-bam:GLOBBLU1,ui,ui-bam,GLOBBLU1,BAMC,V1,1,1,data/25GuiDes.bif,0x0A600000,15923,8759D799D9F15AD01435378C9F826275CABFF93CD680C269A9B78962514A84DD,graphics/source/ui/GLOBBLU1.bam
supplemental:ui:ui-bam:GLOBGRE1,ui,ui-bam,GLOBGRE1,BAMC,V1,1,1,data/25GuiDes.bif,0x0A600001,15923,8759D799D9F15AD01435378C9F826275CABFF93CD680C269A9B78962514A84DD,graphics/source/ui/GLOBGRE1.bam
supplemental:ui:ui-bam:GLOBPUR1,ui,ui-bam,GLOBPUR1,BAMC,V1,1,1,data/25GuiDes.bif,0x0A600002,15924,B7CB38110D9DEC9A7A7A1C22D666D9EFFC41F577C02C2B0F311CA319690FBD82,graphics/source/ui/GLOBPUR1.bam
supplemental:ui:ui-bam:GLOBRED1,ui,ui-bam,GLOBRED1,BAMC,V1,1,1,data/25GuiDes.bif,0x0A600003,15923,8759D799D9F15AD01435378C9F826275CABFF93CD680C269A9B78962514A84DD,graphics/source/ui/GLOBRED1.bam
supplemental:effects:spell-animation-bam:GLPHWRDH,effects,spell-animation-bam,GLPHWRDH,BAMC,V1,30,5,data/SPELAnim.bif,0x0150000E,3348,086B1970C2655AEF7D1CE4EF052DACCB1122514577AB010BF84D3B62F433DC99,graphics/source/effects/GLPHWRDH.bam
supplemental:effects:spell-animation-bam:GREASED,effects,spell-animation-bam,GREASED,BAMC,V1,24,3,data/SPELAnim.bif,0x01500010,26359,ECAD8F8A2DACC293F5068EAD6A14E49F75A4BCE45CB502AE00F74EB94493F191,graphics/source/effects/GREASED.bam
supplemental:effects:spell-animation-bam:GREASEH,effects,spell-animation-bam,GREASEH,BAMC,V1,6,1,data/SPELAnim.bif,0x01500011,8464,3100F7A46793072D49AFCB8972E2D6023BD940E4F05ED71BEFF1661FF8F7D2B4,graphics/source/effects/GREASEH.bam
supplemental:effects:misc-animation-bam:HARPDISC,effects,misc-animation-bam,HARPDISC,BAMC,V1,11,1,data/MISCAnim.bif,0x013000D8,21742,C90D694AABEAF3BEDD266F515A3AA1D6E9CD1413EAFCB2B012ABEEC2B1E678CE,graphics/source/effects/HARPDISC.bam
supplemental:ui:ui-bam:HGWARD01,ui,ui-bam,HGWARD01,BAMC,V1,2,2,data/25GuiBam.bif,0x08F00001,1503,FDCC4C75E68324BBA96255AD29B684CFDAC9AD96112746F4BA4C717C2CFE3117,graphics/source/ui/HGWARD01.bam
supplemental:ui:ui-bam:HGWARD02,ui,ui-bam,HGWARD02,BAMC,V1,2,2,data/25GuiBam.bif,0x08F00002,1501,F96FFA160F08FD258F420E2113D2770351A6D6A710680B8270BECFBB8D4F370D,graphics/source/ui/HGWARD02.bam
supplemental:ui:ui-bam:HGWARD03,ui,ui-bam,HGWARD03,BAMC,V1,2,2,data/25GuiBam.bif,0x08F00003,1492,9712BFFF9DE79A51D56E2382B16804D04303F811D3F3F88971B05779FC7B13EE,graphics/source/ui/HGWARD03.bam
supplemental:effects:misc-animation-bam:HIHEDGE,effects,misc-animation-bam,HIHEDGE,BAMC,V1,12,1,data/MISCAnim.bif,0x013000D9,26946,1EE588007C2D9A4339A4AE9A44EBAA0420541E7C5AF968EC9B4891C997D1B18A,graphics/source/effects/HIHEDGE.bam
supplemental:effects:spell-animation-bam:HLYMITE,effects,spell-animation-bam,HLYMITE,BAMC,V1,6,1,data/SPELAnim.bif,0x01500013,56755,ECE4F1A8C3E4FCA7B2031E3AE8E7AB21DB1F9113E2A1AF1A04FF6DCE9CF3667C,graphics/source/effects/HLYMITE.bam
supplemental:ui:ui-bam:ICOMPO05,ui,ui-bam,ICOMPO05,BAMC,V1,2,2,data/25GuiBam.bif,0x08F00033,2893,294DBEDD66794B24CE5D31ADB23A3C6A6C6D2C7CEEF1F7B7A059E21C2D06BD46,graphics/source/ui/ICOMPO05.bam
supplemental:ui:ui-bam:ICOMPO17,ui,ui-bam,ICOMPO17,BAMC,V1,2,2,data/25GuiBam.bif,0x08F0003A,1806,1E9E23ADDEA0D83BB6AA6925002082E77F18FC04E39726A0C185634DCD447476,graphics/source/ui/ICOMPO17.bam
