asset_key,resref,frame_index,width,height,center_x,center_y,block_count
icon:CMISC72,CMISC72,0,160,175,0,0,4
icon:CMISC73,CMISC73,0,187,140,0,0,8
icon:CMISC74,CMISC74,0,90,197,0,0,6
icon:CMISC79,CMISC79,0,168,78,0,0,2
icon:CMISC7C,CMISC7C,0,133,162,0,0,10
icon:CMISC7D,CMISC7D,0,74,134,0,0,7
icon:CMISC7E,CMISC7E,0,80,77,0,0,3
icon:CMISC7F,CMISC7F,0,119,100,0,0,2
icon:CMISC7G,CMISC7G,0,98,134,0,0,9
icon:CMISC7H,CMISC7H,0,106,110,0,0,6
icon:CMISC7K,CMISC7K,0,85,129,0,0,3
icon:CMISC7L,CMISC7L,0,117,123,0,0,5
icon:CMISC7M,CMISC7M,0,133,162,0,0,8
icon:CMISC7O,CMISC7O,0,86,147,0,0,3
icon:CMISC7P,CMISC7P,0,128,77,0,0,5
icon:CMISC7Q,CMISC7Q,0,140,90,0,0,5
icon:CMISC7R,CMISC7R,0,92,199,0,0,11
icon:CMISC7S,CMISC7S,0,92,153,0,0,6
icon:CMISC7T,CMISC7T,0,102,152,0,0,5
icon:CMISC7U,CMISC7U,0,117,120,0,0,5
icon:CMISC7V,CMISC7V,0,129,119,0,0,2
icon:CMISC7X,CMISC7X,0,83,88,0,0,3
icon:CMISC7Y,CMISC7Y,0,114,114,0,0,7
icon:CMISC7Z,CMISC7Z,0,97,129,0,0,6
icon:CMISC80,CMISC80,0,143,76,0,0,4
icon:CMISC83,CMISC83,0,147,166,0,0,8
icon:CMISC84,CMISC84,0,165,184,0,0,8
icon:CMISC85,CMISC85,0,149,151,0,0,5
icon:CMISC86,CMISC86,0,144,177,0,0,7
icon:CMISC87,CMISC87,0,153,190,0,0,8
icon:CMISC88,CMISC88,0,115,148,0,0,7
icon:CMISC8A,CMISC8A,0,105,131,0,0,8
icon:CMISC8B,CMISC8B,0,105,131,0,0,7
icon:CMISC8C,CMISC8C,0,149,146,0,0,8
icon:CMISC8D,CMISC8D,0,147,145,0,0,9
icon:CMISC8E,CMISC8E,0,147,145,0,0,5
icon:CMISC8F,CMISC8F,0,129,170,0,0,8
icon:CMISC8G,CMISC8G,0,137,165,0,0,7
icon:CMISC8H,CMISC8H,0,79,124,0,0,4
icon:CMISC8I,CMISC8I,0,118,185,0,0,8
icon:CMISC8J,CMISC8J,0,160,168,0,0,7
icon:CMISC8K,CMISC8K,0,171,170,0,0,4
icon:CMISC8L,CMISC8L,0,117,68,0,0,5
icon:CMISC8M,CMISC8M,0,88,127,0,0,5
icon:CMISC8N,CMISC8N,0,137,122,0,0,7
icon:CMISC8O,CMISC8O,0,77,71,0,0,4
icon:CMISC8P,CMISC8P,0,122,145,0,0,7
icon:CMISC8Q,CMISC8Q,0,120,117,0,0,5
icon:CMISC8R,CMISC8R,0,132,160,0,0,6
icon:CMISC8S,CMISC8S,0,132,160,0,0,6
icon:CMISC8U,CMISC8U,0,104,113,0,0,6
icon:CMISC8V,CMISC8V,0,84,102,0,0,5
icon:CMISC8Z,CMISC8Z,0,85,148,0,0,6
icon:CMISC91,CMISC91,0,144,210,0,0,9
icon:CMISC92,CMISC92,0,144,132,0,0,9
icon:CMISC93,CMISC93,0,115,178,0,0,7
icon:CMISC94,CMISC94,0,120,119,0,0,5
icon:CMISC95,CMISC95,0,160,180,0,0,8
icon:CMISC96,CMISC96,0,136,135,0,0,10
icon:CMISC97,CMISC97,0,155,182,0,0,8
icon:CMISC98,CMISC98,0,112,167,0,0,4
icon:CMISC9A,CMISC9A,0,136,142,0,0,5
icon:CMISC9B,CMISC9B,0,85,170,0,0,8
icon:CMISC9C,CMISC9C,0,140,142,0,0,7
icon:CMISC9D,CMISC9D,0,130,154,0,0,6
icon:CMISC9E,CMISC9E,0,60,184,0,0,6
icon:CMISC9F,CMISC9F,0,60,184,0,0,2
icon:CMISC9G,CMISC9G,0,143,190,0,0,12
icon:CMISC9H,CMISC9H,0,146,151,0,0,7
icon:CMISC9I,CMISC9I,0,157,138,0,0,7
icon:CMISC9J,CMISC9J,0,157,138,0,0,7
icon:CMISC9K,CMISC9K,0,157,138,0,0,8
icon:CMISC9L,CMISC9L,0,89,111,0,0,5
icon:CMISC9M,CMISC9M,0,145,118,0,0,5
icon:CMISC9T,CMISC9T,0,123,109,0,0,5
icon:CMISC9Z,CMISC9Z,0,128,181,0,0,11
icon:CMISCA8,CMISCA8,0,131,110,0,0,6
icon:CMISCA9,CMISCA9,0,95,195,0,0,13
icon:CMISCAA,CMISCAA,0,104,97,0,0,6
icon:CMISCAB,CMISCAB,0,68,114,0,0,4
icon:CMISCAC,CMISCAC,0,108,90,0,0,2
icon:CMISCAD,CMISCAD,0,71,156,0,0,6
icon:CMISCAE,CMISCAE,0,74,160,0,0,10
icon:CMISCAF,CMISCAF,0,109,164,0,0,5
icon:CMISCAG,CMISCAG,0,101,156,0,0,8
icon:CMISCAH,CMISCAH,0,68,146,0,0,6
icon:CMISCAL,CMISCAL,0,85,96,0,0,3
icon:CMISCAN,CMISCAN,0,87,112,0,0,3
icon:CMISCAO,CMISCAO,0,111,120,0,0,5
icon:CMISCAP,CMISCAP,0,139,159,0,0,1
icon:CMISCAQ,CMISCAQ,0,102,129,0,0,2
icon:CMISCAR,CMISCAR,0,109,129,0,0,3
icon:CMISCAW,CMISCAW,0,91,147,0,0,5
icon:CMISCAY,CMISCAY,0,77,138,0,0,7
icon:CMISCB1,CMISCB1,0,70,149,0,0,7
icon:CMISCB2,CMISCB2,0,53,112,0,0,2
icon:CMISCB3,CMISCB3,0,107,138,0,0,6
icon:CMISCB4,CMISCB4,0,86,136,0,0,6
icon:CMISCB5,CMISCB5,0,76,122,0,0,5
icon:CMISCB6,CMISCB6,0,76,122,0,0,5
icon:CMISCB7,CMISCB7,0,76,122,0,0,5
icon:CMISCB9,CMISCB9,0,76,122,0,0,5
icon:CMISCBC,CMISCBC,0,107,138,0,0,6
icon:CMISCBD,CMISCBD,0,159,149,0,0,7
icon:CMISCBE,CMISCBE,0,83,141,0,0,5
icon:CMISCBG,CMISCBG,0,39,134,0,0,2
icon:CMISCBI,CMISCBI,0,68,135,0,0,4
icon:CMISCBJ,CMISCBJ,0,99,89,0,0,5
icon:CMISCBK,CMISCBK,0,96,120,0,0,4
icon:CMISCBL,CMISCBL,0,115,56,0,0,1
icon:CMISCBM,CMISCBM,0,120,90,0,0,3
icon:CMISCBN,CMISCBN,0,121,93,0,0,2
icon:CMISCBO,CMISCBO,0,109,88,0,0,3
icon:CMISCBP,CMISCBP,0,102,104,0,0,3
icon:CMISCBR,CMISCBR,0,114,146,0,0,6
icon:CMISCBS,CMISCBS,0,102,104,0,0,6
icon:CNPARM01,CNPARM01,0,107,158,0,0,6
icon:CNPCHAN,CNPCHAN,0,110,145,0,0,4
icon:CNPCLCK,CNPCLCK,0,106,136,0,0,7
icon:CNPMISC1,CNPMISC1,0,102,90,0,0,4
icon:CNPMISC2,CNPMISC2,0,131,151,0,0,6
icon:CNPPLAT,CNPPLAT,0,123,160,0,0,5
icon:CNPRING,CNPRING,0,87,68,0,0,3
icon:CNPSHLD,CNPSHLD,0,121,172,0,0,2
icon:CNPSTAF,CNPSTAF,0,99,135,0,0,4
icon:CNSW1H01,CNSW1H01,0,100,133,0,0,6
icon:CNSW1H02,CNSW1H02,0,106,120,0,0,6
icon:CNSW1H03,CNSW1H03,0,101,124,0,0,4
icon:CNSW1H04,CNSW1H04,0,82,127,0,0,5
icon:CNSW1H05,CNSW1H05,0,93,117,0,0,4
icon:CNSW1H06,CNSW1H06,0,108,145,0,0,6
icon:COHRHLM1,COHRHLM1,0,180,108,0,0,4
icon:CPLAT01,CPLAT01,0,98,140,0,0,6
icon:CPLAT02,CPLAT02,0,93,136,0,0,6
icon:CPLAT04,CPLAT04,0,92,136,0,0,5
icon:CPLAT05,CPLAT05,0,103,140,0,0,6
icon:CPLAT06,CPLAT06,0,92,132,0,0,3
icon:CPLAT08,CPLAT08,0,141,175,0,0,8
icon:CPLAT09,CPLAT09,0,117,176,0,0,4
icon:CPLAT10,CPLAT10,0,105,176,0,0,3
icon:CPLAT11,CPLAT11,0,111,173,0,0,3
icon:CPLAT12,CPLAT12,0,114,169,0,0,4
icon:CPLAT13,CPLAT13,0,108,169,0,0,5
icon:CPLAT14,CPLAT14,0,106,169,0,0,2
icon:CPLAT15,CPLAT15,0,109,164,0,0,7
icon:CPLAT16,CPLAT16,0,109,166,0,0,7
icon:CPLAT17,CPLAT17,0,114,172,0,0,5
icon:CPLAT18,CPLAT18,0,129,193,0,0,9
icon:CPOTN02,CPOTN02,0,49,131,0,0,5
icon:CPOTN06,CPOTN06,0,93,136,0,0,7
icon:CPOTN07,CPOTN07,0,31,95,0,0,1
icon:CPOTN08,CPOTN08,0,23,66,0,0,1
icon:CPOTN11,CPOTN11,0,62,143,0,0,3
icon:CPOTN13,CPOTN13,0,76,148,0,0,7
icon:CPOTN14,CPOTN14,0,23,96,0,0,3
icon:CPOTN17,CPOTN17,0,44,141,0,0,5
icon:CPOTN41,CPOTN41,0,53,138,0,0,1
icon:CPOTN52,CPOTN52,0,80,117,0,0,4
icon:CPOTN53,CPOTN53,0,76,124,0,0,5
icon:CPOTN54,CPOTN54,0,65,139,0,0,6
icon:CRING01,CRING01,0,98,73,0,0,4
icon:CRING02,CRING02,0,66,59,0,0,1
icon:CRING03,CRING03,0,68,49,0,0,2
icon:CRING04,CRING04,0,63,44,0,0,2
icon:CRING05,CRING05,0,58,40,0,0,1
icon:CRING06,CRING06,0,61,39,0,0,1
icon:CRING07,CRING07,0,61,42,0,0,2
icon:CRING08,CRING08,0,64,41,0,0,1
icon:CRING09,CRING09,0,72,36,0,0,2
icon:CRING10,CRING10,0,102,69,0,0,4
icon:CRING11,CRING11,0,98,65,0,0,2
icon:CRING20,CRING20,0,59,37,0,0,1
icon:CRING21,CRING21,0,60,40,0,0,2
icon:CRING22,CRING22,0,60,42,0,0,1
icon:CRING23,CRING23,0,62,43,0,0,2
icon:CRING26,CRING26,0,68,60,0,0,2
icon:CRING27,CRING27,0,62,55,0,0,1
icon:CRING28,CRING28,0,66,58,0,0,3
icon:CRING29,CRING29,0,68,57,0,0,2
icon:CRING30,CRING30,0,62,58,0,0,1
icon:CRING31,CRING31,0,61,58,0,0,1
icon:CRING33,CRING33,0,66,63,0,0,3
icon:CRING34,CRING34,0,64,57,0,0,2
icon:CRING35,CRING35,0,62,59,0,0,1
icon:CRING36,CRING36,0,64,61,0,0,2
icon:CRING37,CRING37,0,67,62,0,0,2
icon:CRING38,CRING38,0,65,65,0,0,2
icon:CRING39,CRING39,0,93,81,0,0,3
icon:CRODS01,CRODS01,0,137,35,0,0,2
icon:CRODS02,CRODS02,0,128,43,0,0,2
icon:CRODS03,CRODS03,0,120,35,0,0,2
icon:CRODS04,CRODS04,0,125,43,0,0,2
icon:CRODS05,CRODS05,0,128,42,0,0,3
icon:CSCALEB,CSCALEB,0,98,147,0,0,2
icon:CSCALER,CSCALER,0,107,161,0,0,10
icon:CSCRL01,CSCRL01,0,119,105,0,0,6
icon:CSCRL02,CSCRL02,0,117,200,0,0,10
icon:CSCRL2J,CSCRL2J,0,95,94,0,0,3
icon:CSCRL3D,CSCRL3D,0,89,100,0,0,5
icon:CSHLD01,CSHLD01,0,109,110,0,0,7
icon:CSHLD02,CSHLD02,0,133,132,0,0,9
icon:CSHLD03,CSHLD03,0,84,161,0,0,6
icon:CSHLD04,CSHLD04,0,83,168,0,0,2
icon:CSHLD05,CSHLD05,0,96,156,0,0,0
icon:CSHLD06,CSHLD06,0,118,179,0,0,2
icon:CSHLD07,CSHLD07,0,119,183,0,0,5
icon:CSHLD08,CSHLD08,0,122,122,0,0,2
icon:CSHLD09,CSHLD09,0,124,123,0,0,3
icon:CSHLD10,CSHLD10,0,129,128,0,0,6
icon:CSHLD17,CSHLD17,0,124,126,0,0,5
icon:CSHLD19,CSHLD19,0,94,180,0,0,7
icon:CSHLD20,CSHLD20,0,63,60,63,60,
icon:CSHLD20,CSHLD20,1,57,60,0,60,
icon:CSHLD20,CSHLD20,2,63,57,63,0,
icon:CSHLD20,CSHLD20,3,57,57,0,0,
icon:CSHLD21,CSHLD21,0,151,219,0,0,6
icon:CSHLD22,CSHLD22,0,121,188,0,0,4
icon:CSHLD23,CSHLD23,0,159,216,0,0,16
icon:CSHLD25,CSHLD25,0,81,168,0,0,6
icon:CSHLD27,CSHLD27,0,116,170,0,0,6
icon:CSHLD28,CSHLD28,0,85,163,0,0,6
icon:CSHLD29,CSHLD29,0,121,165,0,0,3
icon:CSHLD30,CSHLD30,0,136,225,0,0,9
icon:CSHLDM0,CSHLDM0,0,153,205,74,101,
icon:CSLNG01,CSLNG01,0,131,126,0,0,5
icon:CSLNG02,CSLNG02,0,131,241,0,0,8
icon:CSLNG03,CSLNG03,0,147,200,0,0,9
icon:CSLNG04,CSLNG04,0,115,147,0,0,9
icon:CSLNG05,CSLNG05,0,120,147,0,0,8
icon:CSLNG06,CSLNG06,0,98,157,0,0,6
icon:CSLNG07,CSLNG07,0,115,155,0,0,7
icon:CSPER01,CSPER01,0,105,178,0,0,7
icon:CSPER02,CSPER02,0,101,172,0,0,6
icon:CSPER03,CSPER03,0,99,167,0,0,6
icon:CSPER05,CSPER05,0,98,156,0,0,8
icon:CSPER06,CSPER06,0,93,147,0,0,6
icon:CSPER07,CSPER07,0,90,150,0,0,7
icon:CSPER08,CSPER08,0,109,168,0,0,7
icon:CSPER09,CSPER09,0,109,164,0,0,8
icon:CSPER10,CSPER10,0,99,162,0,0,6
icon:CSTAF01,CSTAF01,0,112,185,0,0,5
icon:CSTAF02,CSTAF02,0,118,190,0,0,7
icon:CSTAF09,CSTAF09,0,117,157,0,0,7
icon:CSTAF10,CSTAF10,0,114,157,0,0,6
icon:CSTAF12,CSTAF12,0,111,166,0,0,7
icon:CSTAF13,CSTAF13,0,101,189,0,0,8
icon:CSTAF14,CSTAF14,0,123,186,0,0,8
icon:CSTAF15,CSTAF15,0,105,190,0,0,10
icon:CSTAF16,CSTAF16,0,126,190,0,0,9
icon:CSTAF17,CSTAF17,0,110,164,0,0,7
icon:CSTAF18,CSTAF18,0,112,164,0,0,8
icon:CSTAF19,CSTAF19,0,112,167,0,0,9
icon:CSW1H01,CSW1H01,0,126,200,0,0,7
icon:CSW1H02,CSW1H02,0,106,182,0,0,6
icon:CSW1H03,CSW1H03,0,93,153,0,0,2
icon:CSW1H04,CSW1H04,0,99,155,0,0,5
icon:CSW1H05,CSW1H05,0,90,145,0,0,7
icon:CSW1H06,CSW1H06,0,105,175,0,0,9
icon:CSW1H07,CSW1H07,0,105,182,0,0,8
icon:CSW1H08,CSW1H08,0,90,141,0,0,5
icon:CSW1H09,CSW1H09,0,95,151,0,0,3
icon:CSW1H10,CSW1H10,0,98,165,0,0,6
icon:CSW1H13,CSW1H13,0,153,207,0,0,6
icon:CSW1H15,CSW1H15,0,160,189,0,0,10
icon:CSW1H20,CSW1H20,0,170,224,0,0,10
icon:CSW1H23,CSW1H23,0,111,117,0,0,6
icon:CSW1H24,CSW1H24,0,119,138,0,0,8
icon:CSW1H25,CSW1H25,0,144,200,0,0,10
icon:CSW1H26,CSW1H26,0,139,188,0,0,8
icon:CSW1H27,CSW1H27,0,122,141,0,0,6
icon:CSW1H28,CSW1H28,0,134,146,0,0,8
icon:CSW1H29,CSW1H29,0,108,173,0,0,10
icon:CSW1H30,CSW1H30,0,121,172,0,0,9
icon:CSW1H31,CSW1H31,0,138,174,0,0,10
icon:CSW1H32,CSW1H32,0,129,180,0,0,7
icon:CSW1H33,CSW1H33,0,132,177,0,0,10
icon:CSW1H34,CSW1H34,0,129,152,0,0,10
icon:CSW1H35,CSW1H35,0,100,164,0,0,7
icon:CSW1H36,CSW1H36,0,104,166,0,0,9
icon:CSW1H37,CSW1H37,0,107,158,0,0,6
icon:CSW1H38,CSW1H38,0,132,157,0,0,6
icon:CSW1H39,CSW1H39,0,121,148,0,0,4
icon:CSW1H40,CSW1H40,0,140,166,0,0,7
icon:CSW1H41,CSW1H41,0,113,142,0,0,6
icon:CSW1H42,CSW1H42,0,123,142,0,0,5
icon:CSW1H43,CSW1H43,0,101,131,0,0,7
icon:CSW1H44,CSW1H44,0,102,149,0,0,7
icon:CSW1H45,CSW1H45,0,92,149,0,0,7
icon:CSW1H46,CSW1H46,0,94,125,0,0,5
icon:CSW1H47,CSW1H47,0,86,121,0,0,5
icon:CSW1H48,CSW1H48,0,95,128,0,0,4
icon:CSW1H49,CSW1H49,0,91,129,0,0,5
icon:CSW1H50,CSW1H50,0,94,131,0,0,3
icon:CSW1H51,CSW1H51,0,94,123,0,0,4
icon:CSW1H54,CSW1H54,0,103,125,0,0,4
icon:CSW1H54A,CSW1H54A,0,102,127,0,0,4
icon:CSW1H54B,CSW1H54B,0,104,145,0,0,8
icon:CSW1H54C,CSW1H54C,0,39,38,0,0,2
icon:CSW2H01,CSW2H01,0,106,163,0,0,5
icon:CSW2H02,CSW2H02,0,100,157,0,0,6
icon:CSW2H03,CSW2H03,0,102,164,0,0,9
icon:CSW2H06,CSW2H06,0,105,151,0,0,5
icon:CSW2H07,CSW2H07,0,121,155,0,0,5
icon:CSW2H08,CSW2H08,0,119,148,0,0,6
icon:CSW2H09,CSW2H09,0,122,148,0,0,5
icon:CSW2H10,CSW2H10,0,139,182,0,0,6
icon:CSW2H11,CSW2H11,0,147,169,0,0,8
icon:CSW2H12,CSW2H12,0,129,161,0,0,6
icon:CSW2H13,CSW2H13,0,140,180,0,0,10
icon:CSW2H14,CSW2H14,0,140,128,0,0,5
icon:CSW2H15,CSW2H15,0,141,158,0,0,7
icon:CSW2H15A,CSW2H15A,0,68,76,0,0,4
icon:CSW2H16,CSW2H16,0,180,180,0,0,8
icon:CWAND02,CWAND02,0,96,160,0,0,5
icon:CWAND03,CWAND03,0,126,212,0,0,7
icon:CWAND04,CWAND04,0,124,216,0,0,9
icon:CWAND05,CWAND05,0,140,230,0,0,13
icon:CWAND06,CWAND06,0,122,213,0,0,7
icon:CWAND07,CWAND07,0,105,176,0,0,7
icon:CWAND08,CWAND08,0,95,167,0,0,8
icon:CWAND09,CWAND09,0,104,170,0,0,9
icon:CWAND10,CWAND10,0,136,229,0,0,11
icon:CWAND11,CWAND11,0,135,239,0,0,11
icon:CWAND12,CWAND12,0,135,54,0,0,3
icon:CWAND13,CWAND13,0,135,38,0,0,2
icon:CWAND14,CWAND14,0,122,40,0,0,2
icon:CWINGS01,CWINGS01,0,158,213,76,104,
icon:CXBOW01,CXBOW01,0,154,173,0,0,10
icon:CXBOW02,CXBOW02,0,153,172,0,0,9
icon:CXBOW03,CXBOW03,0,153,170,0,0,9
icon:CXBOW04,CXBOW04,0,133,146,0,0,6
icon:CXBOW05,CXBOW05,0,139,173,0,0,7
icon:CXBOW06,CXBOW06,0,145,172,0,0,5
icon:CXBOW07,CXBOW07,0,121,134,0,0,6
icon:CXBOW08,CXBOW08,0,162,182,0,0,5
icon:CXBOW09,CXBOW09,0,121,141,0,0,6
icon:CXBOW10,CXBOW10,0,121,127,0,0,7
icon:CXBOW12,CXBOW12,0,124,170,0,0,6
icon:CXBOW13,CXBOW13,0,145,149,0,0,6
icon:CXBOW14,CXBOW14,0,139,153,0,0,6
icon:ENCHAXEC,ENCHAXEC,0,32,32,0,0,
icon:ENCHLSWC,ENCHLSWC,0,32,32,0,0,
icon:ENCHMACC,ENCHMACC,0,32,32,0,0,
icon:ENCHSSWC,ENCHSSWC,0,32,32,0,0,
icon:FAMCAT,FAMCAT,0,41,59,20,29,
icon:FAMFER,FAMFER,0,58,64,29,32,
icon:FAMIMP,FAMIMP,0,61,64,30,32,
icon:FAMPSD,FAMPSD,0,61,64,30,32,
icon:FAMRAB,FAMRAB,0,53,64,26,32,
icon:FIST,FIST,0,58,51,29,25,
icon:GAMUL02,GAMUL02,0,18,18,8,8,
icon:GAROW01,GAROW01,0,19,19,10,11,
icon:GAX1H01,GAX1H01,0,23,21,9,14,
icon:GBELT01,GBELT01,0,21,19,8,13,
icon:GBLUN01,GBLUN01,0,22,17,9,14,
icon:GBLUN06,GBLUN06,0,19,18,7,13,
icon:GBOLT01,GBOLT01,0,14,14,6,8,
icon:GBOOK01,GBOOK01,0,19,17,8,11,
icon:GBOOT01,GBOOT01,0,16,21,9,10,
icon:GBOW01,GBOW01,0,45,29,22,20,
icon:GBOW02,GBOW02,0,45,29,22,20,
icon:GBRAC01,GBRAC01,0,23,19,10,13,
icon:GBRAC06,GBRAC06,0,19,18,8,9,
icon:GBSHLD,GBSHLD,0,30,24,15,12,
icon:GBULL01,GBULL01,0,18,17,10,11,
icon:GBULL03,GBULL03,0,18,17,10,9,
icon:GCHAN01,GCHAN01,0,27,26,13,13,
icon:GCLCK01,GCLCK01,0,40,33,20,16,
icon:GCLCK02,GCLCK02,0,44,42,22,21,
icon:GCRATE01,GCRATE01,0,19,22,10,11,
icon:GDAGG01,GDAGG01,0,15,13,7,8,
icon:GDART01,GDART01,0,15,15,8,8,
icon:GGEM01,GGEM01,0,10,10,5,5,
icon:GHALB01,GHALB01,0,74,45,35,26,
icon:GHAMM01,GHAMM01,0,37,23,15,14,
icon:GHELM01,GHELM01,0,18,28,7,17,
icon:GLEAT01,GLEAT01,0,28,27,14,13,
icon:GLSHLD,GLSHLD,0,40,26,19,15,
icon:GMISC01,GMISC01,0,28,28,21,14,
icon:GMISC12,GMISC12,0,32,34,24,21,
icon:GMISC2P,GMISC2P,0,16,19,9,11,
icon:GMISC54,GMISC54,0,35,28,26,19,
icon:GMISC55,GMISC55,0,46,34,31,21,
icon:GMISC79,GMISC79,0,42,31,29,20,
icon:GMISC7Z,GMISC7Z,0,27,31,13,15,
icon:GMISC80,GMISC80,0,44,36,30,22,
icon:GMISC83,GMISC83,0,17,17,8,8,
icon:GMISC85,GMISC85,0,25,18,15,12,
icon:GMISC86,GMISC86,0,19,18,11,11,
icon:GMISC96,GMISC96,0,20,15,9,8,
icon:GMSHLD,GMSHLD,0,35,32,19,15,
icon:GOHBCM12,GOHBCM12,0,26,28,13,14,
icon:GOHBCOM5,GOHBCOM5,0,47,40,23,20,
icon:GPLAT01,GPLAT01,0,27,27,12,16,
icon:GPOTN01,GPOTN01,0,13,19,5,13,
icon:GRING01,GRING01,0,12,11,6,5,
icon:GSACK01,GSACK01,0,15,17,5,10,
icon:GSCRL01,GSCRL01,0,17,17,7,8,
icon:GSHLD01,GSHLD01,0,20,15,9,7,
icon:GSHLD03,GSHLD03,0,28,26,12,14,
icon:GSHLD05,GSHLD05,0,42,31,21,14,
icon:GSHLD08,GSHLD08,0,15,12,9,5,
icon:GSLNG01,GSLNG01,0,16,15,8,7,
icon:GSPER01,GSPER01,0,75,34,36,20,
icon:GSSHLD,GSSHLD,0,30,24,15,12,
icon:GSTAF01,GSTAF01,0,73,34,34,21,
icon:GSW1H01,GSW1H01,0,36,20,16,13,
icon:GSW1H07,GSW1H07,0,22,11,9,9,
icon:GSW2H01,GSW2H01,0,54,25,25,16,
icon:GTREAS01,GTREAS01,0,25,20,13,11,
icon:GWAND01,GWAND01,0,25,14,11,10,
icon:GWARD01,GWARD01,0,9,8,6,5,
icon:GWINGS01,GWINGS01,0,38,37,17,21,
icon:GXBOW01,GXBOW01,0,37,30,21,20,
icon:I6LANTHO,I6LANTHO,0,46,60,23,30,
icon:IAMUL01,IAMUL01,0,28,31,14,15,
icon:IAMUL01,IAMUL01,1,27,32,-3,0,
icon:IAMUL02,IAMUL02,0,31,32,15,16,
icon:IAMUL02,IAMUL02,1,24,32,-4,0,
icon:IAMUL04,IAMUL04,0,27,29,13,14,
icon:IAMUL04,IAMUL04,1,27,31,-3,0,
icon:IAMUL05,IAMUL05,0,27,30,13,15,
icon:IAMUL05,IAMUL05,1,27,32,-3,0,
icon:IAMUL06,IAMUL06,0,28,30,14,15,
icon:IAMUL06,IAMUL06,1,27,32,-3,0,
icon:IAMUL07,IAMUL07,0,27,29,13,14,
icon:IAMUL07,IAMUL07,1,26,31,-3,0,
icon:IAMUL08,IAMUL08,0,27,29,13,14,
icon:IAMUL08,IAMUL08,1,27,31,-3,0,
icon:IAMUL09,IAMUL09,0,27,28,13,14,
icon:IAMUL09,IAMUL09,1,27,31,-3,0,
icon:IAMUL10,IAMUL10,0,27,29,13,14,
icon:IAMUL10,IAMUL10,1,27,31,-3,0,
icon:IAMUL11,IAMUL11,0,27,29,13,14,
icon:IAMUL11,IAMUL11,1,27,31,-3,0,
icon:IAMUL12,IAMUL12,0,27,29,13,14,
icon:IAMUL12,IAMUL12,1,27,32,-3,0,
icon:IAMUL13,IAMUL13,0,26,29,13,14,
icon:IAMUL13,IAMUL13,1,26,31,-3,0,
icon:IAMUL14,IAMUL14,0,27,30,13,15,
icon:IAMUL14,IAMUL14,1,26,32,-4,0,
icon:IAMUL15,IAMUL15,0,25,31,12,15,
icon:IAMUL15,IAMUL15,1,23,30,-5,-1,
icon:IAMUL16,IAMUL16,0,25,31,12,15,
icon:IAMUL16,IAMUL16,1,23,30,-5,-1,
icon:IAMUL17,IAMUL17,0,31,34,15,17,
icon:IAMUL17,IAMUL17,1,33,32,-2,-1,
icon:IAMUL18,IAMUL18,0,27,28,13,14,
icon:IAMUL18,IAMUL18,1,27,31,-3,0,
icon:IAMUL19,IAMUL19,0,34,36,17,18,
icon:IAMUL19,IAMUL19,1,32,33,0,0,
icon:IAMUL20,IAMUL20,0,29,35,14,17,
icon:IAMUL20,IAMUL20,1,32,33,0,0,
icon:IAMUL21,IAMUL21,0,29,34,14,17,
icon:IAMUL21,IAMUL21,1,32,33,0,0,
icon:IAMUL22,IAMUL22,0,29,32,14,16,
icon:IAMUL22,IAMUL22,1,32,33,0,0,
icon:IAMUL23,IAMUL23,0,27,33,13,16,
icon:IAMUL23,IAMUL23,1,32,33,0,0,
icon:IAMUL24,IAMUL24,0,29,33,14,16,
icon:IAMUL24,IAMUL24,1,32,33,0,0,
icon:IAMUL25,IAMUL25,0,31,34,15,17,
icon:IAMUL25,IAMUL25,1,32,33,0,0,
icon:IAMUL26,IAMUL26,0,32,33,0,0,
icon:IAMUL26,IAMUL26,1,64,64,32,32,
icon:IAMUL27,IAMUL27,0,32,33,0,0,
icon:IAMUL27,IAMUL27,1,64,64,32,32,
icon:IAMUL28,IAMUL28,0,32,33,0,0,
icon:IAMUL28,IAMUL28,1,64,64,32,32,
icon:IAROW01,IAROW01,0,52,41,26,20,
icon:IAROW02,IAROW02,0,49,43,24,21,
icon:IAROW03,IAROW03,0,47,41,23,20,
icon:IAROW04,IAROW04,0,49,43,24,21,
icon:IAROW05,IAROW05,0,50,44,25,22,
icon:IAROW06,IAROW06,0,48,42,24,21,
icon:IAROW07,IAROW07,0,51,45,25,22,
icon:IAROW08,IAROW08,0,49,43,24,21,
icon:IAROW09,IAROW09,0,50,44,25,22,
icon:IAROW10,IAROW10,0,50,44,25,22,
icon:IAROW11,IAROW11,0,49,43,24,21,
icon:IAROW15,IAROW15,0,32,33,0,0,
icon:IAROW15,IAROW15,1,64,64,32,32,
icon:IAX1H01,IAX1H01,0,56,44,28,22,
icon:IAX1H02,IAX1H02,0,54,48,27,24,
icon:IAX1H03,IAX1H03,0,55,47,27,23,
icon:IAX1H04,IAX1H04,0,52,45,26,22,
icon:IAX1H05,IAX1H05,0,55,45,27,22,
icon:IAX1H07,IAX1H07,0,56,46,28,23,
icon:IAX1H08,IAX1H08,0,59,44,29,22,
icon:IAX1H09,IAX1H09,0,58,48,29,24,
icon:IAX1H10,IAX1H10,0,62,51,31,25,
icon:IAX1H11,IAX1H11,0,64,56,32,28,
icon:IAX1H12,IAX1H12,0,60,52,30,26,
